# legendlabel: Fit Exponential
# description: 
# m=0.948779610330041, tau=19.01909369456241[steps]
# fitrange: 1 <= k <= 1500[1.0steps]
# function: $A e^{-k/\tau}$
# 	with parameters:
# 		tau = 19.01909369456241
# 		A = 0.526029871079644
# 
# legendlabel: Fit Exp+Offset
# description: 
# m=0.9491954703949417, tau=19.178939454092088[steps]
# fitrange: 1 <= k <= 1500[1.0steps]
# function: $A e^{-k/\tau} + O$
# 	with parameters:
# 		tau = 19.178939454092088
# 		A = 0.5262672471663292
# 		O = -0.0012240836529710914
# 
# legendlabel: Fit Complex
# description: 
# m=0.9831584989242645, tau=58.875714668907875[steps]
# fitrange: 1 <= k <= 1500[1.0steps]
# function: $A e^{-k/\tau} + B e^{-(k/\tau_{osc})^\gamma} \cos(2 \pi \nu k) + C e^{-(k/\tau_{gs})^2} + O$
# 	with parameters:
# 		tau = 58.875714668907875
# 		A = 0.0940495005580624
# 		O = -0.0017189261654161165
# 		tauosc = 5.000000033303077
# 		B = 0.3969196685907876
# 		gamma = 0.37637235182005246
# 		nu = 0.004658922811668233
# 		taugs = 18.587653403858884
# 		C = 0.1832837795149349
# 
# 1_steps[1steps]	2_coefficients	3_stderrs
7.170000000000000000e+02	-7.494444885189703934e-03	8.386064425078833609e-03
7.180000000000000000e+02	-7.138775882350891985e-03	9.140087679361646664e-03
7.190000000000000000e+02	-8.204675191144945173e-03	8.986011296904117956e-03
7.200000000000000000e+02	-7.085202464719895024e-03	8.055043409526660425e-03
7.210000000000000000e+02	-7.466068975201335667e-03	7.559647797454941559e-03
7.220000000000000000e+02	-7.047965095462446761e-03	9.032139208377969186e-03
7.230000000000000000e+02	-7.861072162195070073e-03	8.776357424749890029e-03
7.240000000000000000e+02	-5.689133584664492899e-03	9.694451847214412971e-03
7.250000000000000000e+02	-4.972200215064828330e-03	9.159983046385464928e-03
7.260000000000000000e+02	-4.089214951433957530e-03	8.549751682108393605e-03
7.270000000000000000e+02	-7.034444691615784548e-03	9.395194916100991014e-03
7.280000000000000000e+02	-8.789943823097841336e-03	8.873877045826858434e-03
7.290000000000000000e+02	-1.176203020571877159e-02	8.587257199399393748e-03
7.300000000000000000e+02	-8.138247086273095801e-03	9.432658964667852558e-03
7.310000000000000000e+02	-1.181500340817345437e-02	8.697647059136363532e-03
7.320000000000000000e+02	-9.616264181662181193e-03	9.144240231916577616e-03
7.330000000000000000e+02	-1.044892366406143316e-02	9.152934169343688101e-03
7.340000000000000000e+02	-1.240927706737806821e-02	8.997961120555200004e-03
7.350000000000000000e+02	-1.673964226428630714e-02	8.687823512368854709e-03
7.360000000000000000e+02	-1.303123039452011925e-02	7.985293755325979792e-03
7.370000000000000000e+02	-1.540341214448547047e-02	7.375638466235582592e-03
7.380000000000000000e+02	-1.575404079152645589e-02	8.701221437770779998e-03
7.390000000000000000e+02	-1.721966758543447620e-02	7.705520835031994496e-03
7.400000000000000000e+02	-1.800099112596067336e-02	7.042040358154487249e-03
7.410000000000000000e+02	-1.995631110993597093e-02	8.695916525918763115e-03
7.420000000000000000e+02	-1.652293158881445664e-02	7.624263230207006282e-03
7.430000000000000000e+02	-1.943345847018887462e-02	6.574597098173672917e-03
7.440000000000000000e+02	-1.883876719045680243e-02	6.382733781862538931e-03
7.450000000000000000e+02	-2.127190053528674879e-02	8.658318071917622816e-03
7.460000000000000000e+02	-2.386026594806891360e-02	7.411251434087672701e-03
7.470000000000000000e+02	-1.730169042857974265e-02	6.939485121283283341e-03
7.480000000000000000e+02	-2.256116514983691479e-02	6.224231346022144305e-03
7.490000000000000000e+02	-2.101654242897571870e-02	7.302306745973589051e-03
7.500000000000000000e+02	-2.012227726828059310e-02	6.547349040366696148e-03
7.510000000000000000e+02	-2.318403344260753021e-02	7.154093296969210765e-03
7.520000000000000000e+02	-2.027435245798887148e-02	6.882389187950849370e-03
7.530000000000000000e+02	-2.477268829756970256e-02	6.972950224348038739e-03
7.540000000000000000e+02	-2.276809890703647768e-02	6.629787149442032367e-03
7.550000000000000000e+02	-2.330303198738586240e-02	7.260053518611323843e-03
7.560000000000000000e+02	-2.400480642356667832e-02	7.814656940293903190e-03
7.570000000000000000e+02	-2.070038286520194115e-02	5.935494139519599359e-03
7.580000000000000000e+02	-2.445552059552490859e-02	7.507505392323682476e-03
7.590000000000000000e+02	-2.410563463226122333e-02	6.832907370022422468e-03
7.600000000000000000e+02	-2.064726273348558086e-02	6.898986275151163319e-03
7.610000000000000000e+02	-1.884211942027736938e-02	7.977710789989300375e-03
7.620000000000000000e+02	-2.169598459007161806e-02	6.479346208010086129e-03
7.630000000000000000e+02	-1.947016265448144740e-02	6.946749526410072109e-03
7.640000000000000000e+02	-1.827055385274620539e-02	5.662909781943666759e-03
7.650000000000000000e+02	-1.790903733493267799e-02	7.435215206908285870e-03
7.660000000000000000e+02	-1.275864315899419808e-02	6.313650434811894467e-03
7.670000000000000000e+02	-1.515581256669606969e-02	6.131331587654369024e-03
7.680000000000000000e+02	-1.298524052909321748e-02	7.401878326880042755e-03
7.690000000000000000e+02	-1.308523087069425953e-02	7.251639053347875424e-03
7.700000000000000000e+02	-1.683211848456384052e-02	6.568672803383817163e-03
7.710000000000000000e+02	-1.322751368076771628e-02	7.222477938455258532e-03
7.720000000000000000e+02	-1.213076341878226681e-02	6.312321213408849697e-03
7.730000000000000000e+02	-1.026949227917432761e-02	6.607449594085027314e-03
7.740000000000000000e+02	-7.999861846399674778e-03	6.917501414345790696e-03
7.750000000000000000e+02	-7.473393403927011680e-03	5.767740008555811808e-03
7.760000000000000000e+02	-4.330953287532206611e-03	5.419743558047650060e-03
7.770000000000000000e+02	-7.253662067857107217e-03	6.688476726107657998e-03
7.780000000000000000e+02	-4.470859656140921748e-03	6.971790022933071519e-03
7.790000000000000000e+02	-4.775202432585836168e-03	7.552682656148032407e-03
7.800000000000000000e+02	-4.757905510666074304e-03	7.103082977824370231e-03
7.810000000000000000e+02	-6.197441216092121558e-04	6.843395182435043148e-03
7.820000000000000000e+02	-3.807062416862426468e-03	7.259412969052818701e-03
7.830000000000000000e+02	-3.562231390065151524e-03	7.733119793513903995e-03
7.840000000000000000e+02	-4.011461408554129783e-03	8.362301987182052185e-03
7.850000000000000000e+02	-2.362492597635305717e-03	7.845667768178124155e-03
7.860000000000000000e+02	-6.056808507589148995e-03	8.403205699694566572e-03
7.870000000000000000e+02	-3.870679633051392256e-03	7.985782935982210437e-03
7.880000000000000000e+02	-2.843021312395151677e-03	7.333626913314028779e-03
7.890000000000000000e+02	-4.354697459499896721e-03	8.435380390566328546e-03
7.900000000000000000e+02	-1.551066203647580386e-03	7.469282960781219172e-03
7.910000000000000000e+02	-7.421774509820906534e-04	7.532664628230623452e-03
7.920000000000000000e+02	-4.671912791226123319e-04	8.279542710152102900e-03
7.930000000000000000e+02	4.247650741251922206e-03	7.671034293890939548e-03
7.940000000000000000e+02	3.033125511398435115e-03	9.226298973186773320e-03
7.950000000000000000e+02	6.722920664833532262e-04	8.593686547515237695e-03
7.960000000000000000e+02	1.743272479475212926e-03	9.543508292096845869e-03
7.970000000000000000e+02	3.873012328327511775e-03	9.946898379043637647e-03
7.980000000000000000e+02	3.103994195087831417e-03	8.735615683493793207e-03
7.990000000000000000e+02	3.575923291377647219e-03	1.061416986735176649e-02
8.000000000000000000e+02	6.262922180831453738e-03	9.012112650263807284e-03
8.010000000000000000e+02	8.154382936954014324e-03	1.044021675579182365e-02
8.020000000000000000e+02	8.587410713983450669e-03	9.807006032167400744e-03
8.030000000000000000e+02	6.736682709378429175e-03	9.827371740288925323e-03
8.040000000000000000e+02	6.756374154258104441e-03	9.077853155392393708e-03
8.050000000000000000e+02	8.368954297949458138e-03	9.189469091201701162e-03
8.060000000000000000e+02	5.374681603604513670e-03	9.570518425117413575e-03
8.070000000000000000e+02	6.957305440941015037e-03	9.468545857908955768e-03
8.080000000000000000e+02	8.307959944528701957e-03	8.328107349871176693e-03
8.090000000000000000e+02	9.246598439382183385e-03	8.232559113123915154e-03
8.100000000000000000e+02	7.680941007188349032e-03	7.883931275833930621e-03
8.110000000000000000e+02	1.314539635535518294e-02	8.181836580202472495e-03
8.120000000000000000e+02	1.004066367710400483e-02	7.909137784172721661e-03
8.130000000000000000e+02	1.028820848170974162e-02	8.324827657201721784e-03
8.140000000000000000e+02	9.497130616123228286e-03	8.147064154093582380e-03
8.150000000000000000e+02	1.326366151436602150e-02	7.413838035524461696e-03
8.160000000000000000e+02	1.286991912580249565e-02	8.167032918386420148e-03
8.170000000000000000e+02	1.510607717713436868e-02	9.151069151066490437e-03
8.180000000000000000e+02	1.376517818673979321e-02	8.620493186195229279e-03
8.190000000000000000e+02	1.373559474095262245e-02	7.933433599653245613e-03
8.200000000000000000e+02	1.213759689334714328e-02	7.767418523064473571e-03
8.210000000000000000e+02	1.193163067947112209e-02	8.355927766010323721e-03
8.220000000000000000e+02	7.589701600022867242e-03	8.348381547625623872e-03
8.230000000000000000e+02	5.859137362712809813e-03	7.911470266882762725e-03
8.240000000000000000e+02	8.984288837988865795e-03	7.449301959472539800e-03
8.250000000000000000e+02	7.528724364914265998e-03	6.494718728114053444e-03
8.260000000000000000e+02	7.066197625410583320e-03	7.776723902642714188e-03
8.270000000000000000e+02	5.129755201566105552e-03	8.452799139420590080e-03
8.280000000000000000e+02	5.805922430467809654e-03	9.045300684202067440e-03
8.290000000000000000e+02	5.597792055975651937e-03	8.993674889566333902e-03
8.300000000000000000e+02	5.422163671727905747e-03	8.213405326359798572e-03
8.310000000000000000e+02	3.892546410950007731e-03	8.721753226994680488e-03
8.320000000000000000e+02	4.221254270337935870e-03	8.452216971972126291e-03
8.330000000000000000e+02	2.372347898823016360e-03	7.640907821847875078e-03
8.340000000000000000e+02	5.326217605672486401e-03	8.088170752718846016e-03
8.350000000000000000e+02	3.961888346800061106e-03	8.603628437701420564e-03
8.360000000000000000e+02	1.567247893840124223e-03	8.848732043407473574e-03
8.370000000000000000e+02	7.606928628378986645e-03	9.645873281030821131e-03
8.380000000000000000e+02	1.374361992296433983e-03	9.689931841360414216e-03
8.390000000000000000e+02	2.775725462723347206e-03	9.814680785932852758e-03
8.400000000000000000e+02	5.545636189358516335e-03	9.471172353254213999e-03
8.410000000000000000e+02	1.875566326533373209e-03	9.508076797110008929e-03
8.420000000000000000e+02	4.287171028191724340e-03	9.817100630605431200e-03
8.430000000000000000e+02	4.026842101547580335e-03	9.669958536901335222e-03
8.440000000000000000e+02	3.235505237379244364e-03	1.075857661366467176e-02
8.450000000000000000e+02	4.465591233499855393e-03	1.022792389115585211e-02
8.460000000000000000e+02	-2.893254300953316356e-04	1.020212500378400722e-02
8.470000000000000000e+02	1.632250736350508366e-03	8.921336384175542270e-03
8.480000000000000000e+02	2.750254205537103983e-03	9.247963534816203146e-03
8.490000000000000000e+02	1.597640439214131859e-03	9.970714161001670642e-03
8.500000000000000000e+02	1.751921550084469979e-03	9.803056988912511871e-03
8.510000000000000000e+02	6.378007513331560626e-04	8.647397544875395914e-03
8.520000000000000000e+02	3.509809893821945297e-03	9.056405750173596864e-03
8.530000000000000000e+02	6.647806158739906664e-03	9.684306309024559578e-03
8.540000000000000000e+02	6.312816097325486819e-03	8.669942868436471967e-03
8.550000000000000000e+02	7.415688204576687328e-03	8.412397414897271331e-03
8.560000000000000000e+02	4.878243889294409802e-03	9.335149576697928178e-03
8.570000000000000000e+02	8.477284319263828777e-03	8.135674748126814695e-03
8.580000000000000000e+02	9.202173054510241063e-03	8.239867861875003335e-03
8.590000000000000000e+02	6.842039997565108056e-03	8.691943155437873228e-03
8.600000000000000000e+02	6.715132021862017797e-03	7.470462232257617415e-03
8.610000000000000000e+02	6.450005218019361219e-03	7.209335346147541061e-03
8.620000000000000000e+02	5.915859789286709650e-03	7.081271326885523083e-03
8.630000000000000000e+02	6.006950592478285667e-03	6.986314601923115930e-03
8.640000000000000000e+02	5.620349048958874459e-03	6.921028887598478299e-03
8.650000000000000000e+02	8.268380911518324883e-03	6.163896460769584251e-03
8.660000000000000000e+02	9.763191979276655483e-03	6.709049467088754742e-03
8.670000000000000000e+02	7.489385582257629577e-03	6.575731068652435757e-03
8.680000000000000000e+02	7.343801858694792850e-03	6.548972582848207324e-03
8.690000000000000000e+02	4.753170393396697301e-03	6.896427984048556295e-03
8.700000000000000000e+02	4.253876665633274379e-03	6.398037898036155503e-03
8.710000000000000000e+02	5.457691195033149978e-03	6.658960282037181162e-03
8.720000000000000000e+02	4.630823205755668637e-03	7.276788949648086910e-03
8.730000000000000000e+02	4.572082427150905674e-03	5.517320256981621783e-03
8.740000000000000000e+02	2.826589411437236288e-03	6.738758784418358468e-03
8.750000000000000000e+02	1.447348731056912917e-03	6.501445700949652282e-03
8.760000000000000000e+02	2.847650325334398491e-03	6.440595714486805137e-03
8.770000000000000000e+02	1.610475713066656604e-03	5.138504458002436659e-03
8.780000000000000000e+02	3.001356168318727174e-03	5.299620855177641053e-03
8.790000000000000000e+02	4.393215617016496717e-03	6.050309595295217877e-03
8.800000000000000000e+02	3.515031383005138947e-03	4.899203082330168268e-03
8.810000000000000000e+02	4.828618144106043737e-03	5.877500629233508092e-03
8.820000000000000000e+02	1.825761004027592459e-03	5.171630367116676445e-03
8.830000000000000000e+02	1.566256402240483788e-03	5.834874179552640427e-03
8.840000000000000000e+02	4.982876667626806935e-03	5.311069888900455706e-03
8.850000000000000000e+02	3.813963409116829357e-04	5.185278881740194509e-03
8.860000000000000000e+02	3.310348239910308916e-03	5.808236585445939598e-03
8.870000000000000000e+02	3.626777919218904418e-03	6.241946454862223360e-03
8.880000000000000000e+02	1.662714796830867163e-03	6.650007869157125925e-03
8.890000000000000000e+02	-7.352506954392023283e-04	6.531201129011377469e-03
8.900000000000000000e+02	2.247463279735240071e-03	6.613929464427735147e-03
8.910000000000000000e+02	-3.471130475652746579e-03	6.728783366944201053e-03
8.920000000000000000e+02	-3.015298592617875802e-03	6.827421564572112335e-03
8.930000000000000000e+02	-5.833619944231513248e-03	7.263398427134320871e-03
8.940000000000000000e+02	-3.562449775900489342e-03	7.079897691644798652e-03
8.950000000000000000e+02	1.088912271690334332e-03	7.793589429332936462e-03
8.960000000000000000e+02	-4.838824554325516294e-03	7.236195595678487393e-03
8.970000000000000000e+02	-2.600100676391900543e-03	6.989710159533170201e-03
8.980000000000000000e+02	-3.736703022639119385e-03	8.477027531292308585e-03
8.990000000000000000e+02	-6.041777612212620788e-03	8.080612843652150781e-03
9.000000000000000000e+02	-5.041637809687582461e-03	6.063347112386522145e-03
9.010000000000000000e+02	-7.483624986720306509e-03	8.007997234686136181e-03
9.020000000000000000e+02	-6.386849287845858258e-03	7.338749319147316527e-03
9.030000000000000000e+02	-5.374185164807636361e-03	7.535473374916783380e-03
9.040000000000000000e+02	-5.874648623171485444e-03	8.145463783614142680e-03
9.050000000000000000e+02	-6.232833376230984858e-03	7.643287729313139739e-03
9.060000000000000000e+02	-4.800531579935082838e-03	7.993730231099506825e-03
9.070000000000000000e+02	-6.541303901090832207e-04	8.510322578583159533e-03
9.080000000000000000e+02	-1.554652437821670095e-03	7.890812589855474013e-03
9.090000000000000000e+02	-3.053998546128314055e-03	7.999516913821461128e-03
9.100000000000000000e+02	-1.180384434441781845e-03	8.763165327210683739e-03
9.110000000000000000e+02	4.713272738585613797e-04	9.176308814696325367e-03
9.120000000000000000e+02	-2.049998418399776121e-03	8.767204184578769599e-03
9.130000000000000000e+02	-1.008178054116226239e-03	9.378135674468032756e-03
9.140000000000000000e+02	-1.965793618968748185e-03	9.639737125679609733e-03
9.150000000000000000e+02	-1.432104409343103050e-03	8.720305196587740254e-03
9.160000000000000000e+02	-1.764239280048559124e-03	8.648674997816116483e-03
9.170000000000000000e+02	-2.056699905765106088e-03	8.329854961467996616e-03
9.180000000000000000e+02	2.462373345816651696e-04	8.805796605234870317e-03
9.190000000000000000e+02	-8.707816000647027304e-04	7.307180195728381344e-03
9.200000000000000000e+02	-2.413081255023038357e-03	7.714276440363306529e-03
9.210000000000000000e+02	-5.910869568490125653e-03	7.981306087249942158e-03
9.220000000000000000e+02	-5.618574022862209832e-03	8.299471747288242676e-03
9.230000000000000000e+02	-2.047064457457138491e-03	7.897818952843789139e-03
9.240000000000000000e+02	-4.123839353925054865e-03	7.354758247068183923e-03
9.250000000000000000e+02	-3.151546101988159099e-03	8.120026261358758227e-03
9.260000000000000000e+02	-6.320554821745759042e-03	7.517680158945235988e-03
9.270000000000000000e+02	-9.464715454805625733e-03	7.460897220535079102e-03
9.280000000000000000e+02	-3.997150382415460938e-03	7.262705737961460545e-03
9.290000000000000000e+02	-9.812189707853425855e-03	7.065814778448378797e-03
9.300000000000000000e+02	-5.598082180647477764e-03	6.470477873047404856e-03
9.310000000000000000e+02	-5.679195841823457026e-03	6.110194187450254319e-03
9.320000000000000000e+02	-5.653958070769833297e-03	6.954050555686885210e-03
9.330000000000000000e+02	-5.203445427349284551e-03	7.423186116774280370e-03
9.340000000000000000e+02	-4.438157134226150026e-03	7.472575175464968474e-03
9.350000000000000000e+02	-7.845112316736570354e-04	7.929477072618651423e-03
9.360000000000000000e+02	8.390644538908804354e-04	7.591290969966166084e-03
9.370000000000000000e+02	-2.276826895655645160e-03	8.253420827238249283e-03
9.380000000000000000e+02	-2.800373689456184950e-03	7.944010659968548174e-03
9.390000000000000000e+02	-4.920917041752648560e-03	8.633811889238044227e-03
9.400000000000000000e+02	2.945121504192710349e-04	8.642172477003887826e-03
9.410000000000000000e+02	-1.233512374648219976e-03	7.831183311121609619e-03
9.420000000000000000e+02	2.681508691826060831e-04	8.411822987715311672e-03
9.430000000000000000e+02	1.861898745348876437e-03	6.797136468058084975e-03
9.440000000000000000e+02	-7.638695839634516245e-04	7.964093529860315560e-03
9.450000000000000000e+02	2.577639385615620657e-04	6.667614658308568774e-03
9.460000000000000000e+02	3.702245692552340404e-03	7.354509683474549052e-03
9.470000000000000000e+02	-1.883163536257836891e-04	8.115872475452062806e-03
9.480000000000000000e+02	1.223852601227946217e-03	7.554608449545096444e-03
9.490000000000000000e+02	9.486471531231241514e-04	7.266889276454058764e-03
9.500000000000000000e+02	-6.692851699498765863e-04	8.059121947376221562e-03
9.510000000000000000e+02	-4.633433978983347683e-03	6.912634877876447717e-03
9.520000000000000000e+02	-2.409092602574640623e-03	7.516497570954179357e-03
9.530000000000000000e+02	-5.912181476594750504e-04	6.464431553060302933e-03
9.540000000000000000e+02	-1.962032769672719928e-03	5.532631889211526988e-03
9.550000000000000000e+02	-1.855466902077645714e-03	8.318775814181354755e-03
9.560000000000000000e+02	-1.296055530789292027e-03	6.094977579944991890e-03
9.570000000000000000e+02	-1.344766291342159334e-04	4.866780853561541997e-03
9.580000000000000000e+02	1.620391108639862620e-03	6.596736775217035276e-03
9.590000000000000000e+02	1.775232403498562431e-04	5.569306728288715355e-03
9.600000000000000000e+02	1.514827804164290621e-05	5.543782490841883334e-03
9.610000000000000000e+02	1.096505972697164356e-03	5.536627106061173427e-03
9.620000000000000000e+02	1.633971633476920997e-03	5.516871347552839387e-03
9.630000000000000000e+02	-6.459625576527509416e-04	6.168745302702043770e-03
9.640000000000000000e+02	-1.423905939811164270e-03	4.689041978887059647e-03
9.650000000000000000e+02	-3.169539528818486477e-04	4.756336346702578870e-03
9.660000000000000000e+02	-2.122326419391645010e-03	4.434108840406508247e-03
9.670000000000000000e+02	-2.561507440306055264e-03	3.953873727952516084e-03
9.680000000000000000e+02	-1.784859398417139960e-03	4.012732436624899188e-03
9.690000000000000000e+02	6.486723290056848777e-04	4.580012732861813395e-03
9.700000000000000000e+02	-1.867562650048750579e-04	3.934813835164514481e-03
9.710000000000000000e+02	2.075401996725713405e-03	4.312293595702729361e-03
9.720000000000000000e+02	4.843591974078164872e-03	3.788261592563061352e-03
9.730000000000000000e+02	5.896333727531143966e-03	4.032715196214927203e-03
9.740000000000000000e+02	-1.045360825277072761e-03	4.305119148840372799e-03
9.750000000000000000e+02	5.052610081513017604e-03	3.903463662426149335e-03
9.760000000000000000e+02	6.097990962305246086e-03	5.291543744487699902e-03
9.770000000000000000e+02	8.767414536531209501e-03	5.126461531347905470e-03
9.780000000000000000e+02	3.857690665833554515e-03	4.988625489721545438e-03
9.790000000000000000e+02	7.223367313133638445e-03	5.614174168962786024e-03
9.800000000000000000e+02	4.309137318549349435e-03	6.690385083535727896e-03
9.810000000000000000e+02	6.872681321293773113e-03	6.188527654662353931e-03
9.820000000000000000e+02	4.814001560400224533e-03	5.570632776947433314e-03
9.830000000000000000e+02	6.449797180898914073e-03	6.367117251883516044e-03
9.840000000000000000e+02	6.311727854755211538e-03	7.258801500889421575e-03
9.850000000000000000e+02	3.384095066455586418e-03	7.656536950776396226e-03
9.860000000000000000e+02	7.733537518127039934e-03	7.406302355139354580e-03
9.870000000000000000e+02	6.037017286488888593e-03	8.142221878778988647e-03
9.880000000000000000e+02	4.054180243561628441e-03	8.647398886540331314e-03
9.890000000000000000e+02	5.623897947108821155e-03	6.702707465585947856e-03
9.900000000000000000e+02	5.244751734769689290e-03	7.197450049047615130e-03
9.910000000000000000e+02	4.163307998506908005e-03	7.453711083984332526e-03
9.920000000000000000e+02	3.666661260899639445e-03	6.975926316527918808e-03
9.930000000000000000e+02	1.813665719074226274e-03	9.126144052103246293e-03
9.940000000000000000e+02	7.734331950453497912e-04	7.034777685999646715e-03
9.950000000000000000e+02	2.280929269007359039e-04	7.914012176356718942e-03
9.960000000000000000e+02	-1.186536549215114113e-03	8.273245197876340565e-03
9.970000000000000000e+02	-1.805422544550457130e-03	7.224165258398185935e-03
9.980000000000000000e+02	-1.250230380485505693e-03	7.677532763849465383e-03
9.990000000000000000e+02	-4.529728449029849988e-03	8.549209701005925505e-03
1.000000000000000000e+03	-3.819606358404766498e-03	8.344393094952023970e-03
1.001000000000000000e+03	-4.186987155146584469e-03	8.153640596938144941e-03
1.002000000000000000e+03	-4.224470300476247317e-03	8.560392728064490642e-03
1.003000000000000000e+03	-7.933777617973005597e-03	8.816333837011372521e-03
1.004000000000000000e+03	-7.516136289096995993e-03	8.204220563458857612e-03
1.005000000000000000e+03	-4.123625189421804317e-03	7.613241992511415694e-03
1.006000000000000000e+03	-7.528175206916287721e-03	8.147182989043566873e-03
1.007000000000000000e+03	-7.963785846125602877e-03	8.165036545880634614e-03
1.008000000000000000e+03	-8.647739297656128685e-03	8.306477527441522360e-03
1.009000000000000000e+03	-1.216237007163651837e-02	8.455307307096269001e-03
1.010000000000000000e+03	-1.221073619540952691e-02	8.707425596058568362e-03
1.011000000000000000e+03	-1.261432999549417198e-02	7.208508128726458936e-03
1.012000000000000000e+03	-1.528424470956131834e-02	7.281652243965494077e-03
1.013000000000000000e+03	-1.335889760148272279e-02	8.629478438815995148e-03
1.014000000000000000e+03	-1.575401067387972170e-02	7.645331365105915988e-03
1.015000000000000000e+03	-1.242559205857507627e-02	7.528238243221333295e-03
1.016000000000000000e+03	-1.432130470883049254e-02	8.814435625287705967e-03
1.017000000000000000e+03	-1.521582549229953674e-02	8.466552273780864751e-03
1.018000000000000000e+03	-1.806471710402609079e-02	9.537274804565022343e-03
1.019000000000000000e+03	-1.540637512544750995e-02	9.370014707629910691e-03
1.020000000000000000e+03	-1.384187011302115931e-02	1.014075072832887336e-02
1.021000000000000000e+03	-1.786715368005876645e-02	8.727707710969419969e-03
1.022000000000000000e+03	-1.415565970509627403e-02	8.430436846177670820e-03
1.023000000000000000e+03	-1.401465010868067559e-02	1.012339511265380326e-02
1.024000000000000000e+03	-1.382387944720695795e-02	1.081976308730644640e-02
1.025000000000000000e+03	-1.711549396821923294e-02	9.025596356255195796e-03
1.026000000000000000e+03	-1.591317327180637869e-02	8.701789553400122307e-03
1.027000000000000000e+03	-1.474304427690199468e-02	9.904725171767153960e-03
1.028000000000000000e+03	-1.807101570027767889e-02	9.728790694163378869e-03
1.029000000000000000e+03	-1.410430542363583575e-02	9.627066741184627657e-03
1.030000000000000000e+03	-1.640133599467989006e-02	9.815080239660744707e-03
1.031000000000000000e+03	-1.441951737338471005e-02	9.814802138738257936e-03
1.032000000000000000e+03	-1.521052385828155183e-02	9.754936678511060347e-03
1.033000000000000000e+03	-8.208098709825920741e-03	8.304138019083308689e-03
1.034000000000000000e+03	-1.073810619835660791e-02	8.911365872802331362e-03
1.035000000000000000e+03	-1.168716224606341191e-02	8.261031410588218216e-03
1.036000000000000000e+03	-8.322343647224990024e-03	8.191418650593440889e-03
1.037000000000000000e+03	-9.322431242360167472e-03	9.827279817100749437e-03
1.038000000000000000e+03	-1.015812050978033218e-02	8.562378936222150849e-03
1.039000000000000000e+03	-6.827996284690507518e-03	8.494687252156666105e-03
1.040000000000000000e+03	-1.015486817835104492e-02	9.059055755222216247e-03
1.041000000000000000e+03	-8.163038902620493170e-03	8.356483034857085587e-03
1.042000000000000000e+03	-7.928243361411449128e-03	8.167224125896958495e-03
1.043000000000000000e+03	-2.944882889138082400e-03	7.637974846605803322e-03
1.044000000000000000e+03	-3.628292488485244851e-03	7.885592022675996793e-03
1.045000000000000000e+03	-6.313036449913898840e-03	7.626898661851420035e-03
1.046000000000000000e+03	-6.089431809539690675e-03	8.020619795921279938e-03
1.047000000000000000e+03	-3.897811045724027153e-03	6.452990885905016474e-03
1.048000000000000000e+03	-4.451881034572354942e-03	6.616593010503744182e-03
1.049000000000000000e+03	-5.406793994200744316e-03	7.673765557354698778e-03
1.050000000000000000e+03	-2.445722363110821793e-03	6.513911296280705532e-03
1.051000000000000000e+03	-5.595083552405506581e-03	6.069286822840220565e-03
1.052000000000000000e+03	-6.126371110618597862e-03	5.347026482238093591e-03
1.053000000000000000e+03	-4.823101788655323116e-03	6.055281749297975261e-03
1.054000000000000000e+03	-1.196785260569066447e-03	5.766037663762205688e-03
1.055000000000000000e+03	-2.453288404423087550e-03	5.355149451269526975e-03
1.056000000000000000e+03	-4.341517200642652265e-03	5.095656796671369990e-03
1.057000000000000000e+03	-2.338989952749588076e-03	5.381932713482420576e-03
1.058000000000000000e+03	-4.875325190225008286e-03	6.041003354345355660e-03
1.059000000000000000e+03	-2.874666348221579723e-03	6.283454324569862255e-03
1.060000000000000000e+03	-4.066456472538350006e-03	6.255430105539754211e-03
1.061000000000000000e+03	-5.230571840440063295e-04	6.600038960225844929e-03
1.062000000000000000e+03	-4.887465160317587889e-03	7.588483099089041693e-03
1.063000000000000000e+03	-1.778540784159706248e-03	5.662736591202854712e-03
1.064000000000000000e+03	-4.961844483503873200e-03	6.951739884130787861e-03
1.065000000000000000e+03	-5.397756407588338162e-03	7.204970942050912749e-03
1.066000000000000000e+03	-5.689931371706168084e-03	7.566616408591639656e-03
1.067000000000000000e+03	-3.714120051655310679e-03	5.815568104389579572e-03
1.068000000000000000e+03	-5.759175628712776343e-03	8.377567165531604743e-03
1.069000000000000000e+03	-6.124526929798129911e-03	8.184399575766915236e-03
1.070000000000000000e+03	-4.383337068269016479e-03	8.548144244952576160e-03
1.071000000000000000e+03	-8.663345590821625378e-03	9.170084584573613695e-03
1.072000000000000000e+03	-3.873953540534966038e-03	9.750577678561609535e-03
1.073000000000000000e+03	-5.689769720965083544e-03	1.051216980469294945e-02
1.074000000000000000e+03	-1.141925422178018904e-03	1.005520008247424643e-02
1.075000000000000000e+03	-4.437974192730014152e-03	1.028602074584793885e-02
1.076000000000000000e+03	-3.154951021915096496e-03	8.359952251395007597e-03
1.077000000000000000e+03	-2.460263209882299767e-03	9.244366819731744678e-03
1.078000000000000000e+03	-1.800455672593563594e-03	9.915022088420981372e-03
1.079000000000000000e+03	-2.265055449919570110e-03	8.597451355584085492e-03
1.080000000000000000e+03	2.876182864755532503e-04	1.016758969182250845e-02
1.081000000000000000e+03	-4.495501362730107073e-03	9.761184863438781417e-03
