# Mr. Estimator v0.1.4
# ------------------------------------------------------------------------
# legendlabel: Fit Exponential
# ------------------------------------------------------------------------
# m = 0.9939982567851756
# tau = 664.4710257808437 [ms]
# quantiles | tau [ms] | m:
#  0.125 |  602.136 | 0.99337895
#  0.250 |  626.838 | 0.99363908
#  0.400 |  643.385 | 0.99380217
#  0.500 |  664.471 | 0.99399826
#  0.600 |  675.622 | 0.99409702
#  0.750 |  700.343 | 0.99430479
#  0.875 |  715.879 | 0.99442804
# 
# fitrange: 1 <= k <= 2000 [4ms]
# function: $|A| e^{-k/\tau}$
# 	tau [ms]   = 664.4710257808437
# 	A          = -0.9795290544401251
# 
# ------------------------------------------------------------------------
# legendlabel: Fit Exp+Offset
# ------------------------------------------------------------------------
# m = 0.9950601012390409
# tau = 807.7315429333491 [ms]
# quantiles | tau [ms] | m:
#  0.125 |  706.659 | 0.99435536
#  0.250 |  736.715 | 0.99458520
#  0.400 |  780.877 | 0.99489065
#  0.500 |  800.606 | 0.99501625
#  0.600 |  835.571 | 0.99522430
#  0.750 |  874.985 | 0.99543892
#  0.875 |  914.042 | 0.99563339
# 
# fitrange: 1 <= k <= 2000 [4ms]
# function: $|A| e^{-k/\tau} + O$
# 	tau [ms]   = 807.7315429333491
# 	A          = 0.9786785770213223
# 	O          = -0.0475606677643396
# 
# ------------------------------------------------------------------------
# legendlabel: Fit Complex
# ------------------------------------------------------------------------
# m = 0.9951583106875811
# tau = 824.1563080432034 [ms]
# fitrange: 1 <= k <= 2000 [4ms]
# function: $|A| e^{-k/\tau} + B e^{-(k/\tau_{osc})^\gamma} \cos(2 \pi \nu k) + C e^{-(k/\tau_{gs})^2} + O$
# 	tau [ms]      = 824.1563080432034
# 	A             = 0.9617192655113145
# 	O             = -0.048293576098677245
# 	tauosc [ms]   = 41.692527238921386
# 	B             = -0.4356397347932994
# 	gamma         = 1.2260718684913314
# 	nu [1/ms]     = 0.005001897113881467
# 	taugs [ms]    = 29.999999999999996
# 	C             = 0.43941120515120197
# 
# ------------------------------------------------------------------------
# Data
# ------------------------------------------------------------------------
# 1_steps[4ms]	2_coefficients	3_stderrs
2.450000000000000000e+02	2.210807765329035335e-01	3.761403204264003597e-02
2.460000000000000000e+02	2.197994616926305933e-01	3.760857559097342123e-02
2.470000000000000000e+02	2.187344462656345967e-01	3.739891806632215238e-02
2.480000000000000000e+02	2.176291511628083430e-01	3.745574116179768015e-02
2.490000000000000000e+02	2.161274707087890712e-01	3.720453479285520948e-02
2.500000000000000000e+02	2.153251225018567305e-01	3.704801794424913280e-02
2.510000000000000000e+02	2.140428616874898715e-01	3.708423278836293913e-02
2.520000000000000000e+02	2.129666794566661969e-01	3.685217555525918676e-02
2.530000000000000000e+02	2.117013359673848016e-01	3.686333569879116090e-02
2.540000000000000000e+02	2.111584706249559351e-01	3.664067078097704711e-02
2.550000000000000000e+02	2.095199067417279348e-01	3.650813571798092183e-02
2.560000000000000000e+02	2.085373850874090995e-01	3.653917620849567865e-02
2.570000000000000000e+02	2.066655943678037399e-01	3.645894526466424840e-02
2.580000000000000000e+02	2.056274718029311721e-01	3.638780452311355523e-02
2.590000000000000000e+02	2.044989857549407986e-01	3.620659861156402815e-02
2.600000000000000000e+02	2.028903252028197435e-01	3.618690118800205191e-02
2.610000000000000000e+02	2.025013540069270090e-01	3.600296782194994938e-02
2.620000000000000000e+02	2.007399838414966331e-01	3.592135079176207030e-02
2.630000000000000000e+02	1.997933741848069433e-01	3.579491664972853787e-02
2.640000000000000000e+02	1.986355972663268743e-01	3.575403303701699120e-02
2.650000000000000000e+02	1.972374041332241867e-01	3.554744886147659377e-02
2.660000000000000000e+02	1.964280585244097543e-01	3.545900827126820254e-02
2.670000000000000000e+02	1.947361052168031514e-01	3.537560565922665684e-02
2.680000000000000000e+02	1.937903679266282653e-01	3.524462703046915557e-02
2.690000000000000000e+02	1.928137383014201789e-01	3.509525561290896545e-02
2.700000000000000000e+02	1.915565684618550646e-01	3.492093863957688310e-02
2.710000000000000000e+02	1.902585384994612272e-01	3.486217816502715228e-02
2.720000000000000000e+02	1.890693072804120745e-01	3.472232405692429746e-02
2.730000000000000000e+02	1.878564221999504402e-01	3.456988239587074907e-02
2.740000000000000000e+02	1.869132703627413572e-01	3.438613503454741871e-02
2.750000000000000000e+02	1.851868874578536661e-01	3.434234436346376984e-02
2.760000000000000000e+02	1.843802803281092140e-01	3.427560494297262478e-02
2.770000000000000000e+02	1.828900530640375499e-01	3.411696113158328714e-02
2.780000000000000000e+02	1.823918293359593212e-01	3.396949095808615010e-02
2.790000000000000000e+02	1.808185066872858848e-01	3.390765048882839194e-02
2.800000000000000000e+02	1.792805887049154223e-01	3.384151169437966955e-02
2.810000000000000000e+02	1.781852222483093218e-01	3.377598849035687301e-02
2.820000000000000000e+02	1.769696662676028820e-01	3.361364140005398959e-02
2.830000000000000000e+02	1.762161108723495628e-01	3.337031400001578413e-02
2.840000000000000000e+02	1.748386277927882204e-01	3.341162156159204616e-02
2.850000000000000000e+02	1.732647937511509473e-01	3.328085699619267451e-02
2.860000000000000000e+02	1.718874040800732195e-01	3.315760922218470574e-02
2.870000000000000000e+02	1.709055288250364568e-01	3.305721189345661032e-02
2.880000000000000000e+02	1.696671779735228758e-01	3.306954437866772845e-02
2.890000000000000000e+02	1.682507423994533124e-01	3.286675217831478563e-02
2.900000000000000000e+02	1.673788618336026768e-01	3.270521077589392395e-02
2.910000000000000000e+02	1.657771160111279340e-01	3.267876819732977445e-02
2.920000000000000000e+02	1.649106284907318754e-01	3.248093289649773424e-02
2.930000000000000000e+02	1.634923546180596654e-01	3.237277464883709516e-02
2.940000000000000000e+02	1.625660724469241702e-01	3.221470564841645567e-02
2.950000000000000000e+02	1.614337020395978095e-01	3.200639057486578953e-02
2.960000000000000000e+02	1.604647918832318998e-01	3.201829449442921555e-02
2.970000000000000000e+02	1.591040796973899885e-01	3.187671150506964091e-02
2.980000000000000000e+02	1.584208686345354722e-01	3.168834576707021955e-02
2.990000000000000000e+02	1.566410088288276437e-01	3.161936186681996858e-02
3.000000000000000000e+02	1.557501937488722787e-01	3.158189695698289390e-02
3.010000000000000000e+02	1.549617424551740230e-01	3.133579511524832439e-02
3.020000000000000000e+02	1.541443941818435026e-01	3.120996799276225253e-02
3.030000000000000000e+02	1.531837305758256274e-01	3.123412966489117967e-02
3.040000000000000000e+02	1.520396034209325342e-01	3.103144973089301886e-02
3.050000000000000000e+02	1.508054814010757749e-01	3.090733301521862708e-02
3.060000000000000000e+02	1.502988914108830953e-01	3.073879496129827693e-02
3.070000000000000000e+02	1.487191990900690874e-01	3.060646932888708149e-02
3.080000000000000000e+02	1.482156409427528299e-01	3.043693684638143146e-02
3.090000000000000000e+02	1.469378791635669868e-01	3.021952486461143214e-02
3.100000000000000000e+02	1.458196727650786229e-01	3.015762540296629615e-02
3.110000000000000000e+02	1.449223837596701481e-01	2.983598637694982042e-02
3.120000000000000000e+02	1.433895720544767771e-01	2.993264167245841476e-02
3.130000000000000000e+02	1.421471572694758267e-01	2.970191255028804475e-02
3.140000000000000000e+02	1.414835049916470244e-01	2.946940707642227084e-02
3.150000000000000000e+02	1.406024927064405960e-01	2.938779158994235877e-02
3.160000000000000000e+02	1.395026852002778928e-01	2.923922657904090561e-02
3.170000000000000000e+02	1.382823545310604141e-01	2.910502319476958311e-02
3.180000000000000000e+02	1.376521557001458562e-01	2.894562349454095351e-02
3.190000000000000000e+02	1.368016138382193159e-01	2.882610236675508392e-02
3.200000000000000000e+02	1.357173143283553485e-01	2.872170861172719525e-02
3.210000000000000000e+02	1.343164732035256048e-01	2.851986568080979237e-02
3.220000000000000000e+02	1.334200673855087393e-01	2.850481294335217505e-02
3.230000000000000000e+02	1.328930884806424628e-01	2.820753061219272162e-02
3.240000000000000000e+02	1.323292501085818473e-01	2.807383139903055908e-02
3.250000000000000000e+02	1.311659925530766768e-01	2.793893896900229157e-02
3.260000000000000000e+02	1.305498515725320163e-01	2.781034121704175147e-02
3.270000000000000000e+02	1.299077628020292585e-01	2.760045609681930842e-02
3.280000000000000000e+02	1.287421807658316042e-01	2.748853399020407401e-02
3.290000000000000000e+02	1.280452330996152688e-01	2.731530006238236385e-02
3.300000000000000000e+02	1.268627670423895515e-01	2.712120742211114252e-02
3.310000000000000000e+02	1.255822093116746307e-01	2.706422984772691859e-02
3.320000000000000000e+02	1.251585199733073472e-01	2.695906472691331907e-02
3.330000000000000000e+02	1.238162457990768794e-01	2.691419204076088770e-02
3.340000000000000000e+02	1.230101826520109548e-01	2.666709734452234887e-02
3.350000000000000000e+02	1.221057298658063256e-01	2.654941980130702192e-02
3.360000000000000000e+02	1.207663054094742644e-01	2.650806745362925543e-02
3.370000000000000000e+02	1.199157976880712156e-01	2.640558168919040702e-02
3.380000000000000000e+02	1.188495246539806593e-01	2.626025665520494504e-02
3.390000000000000000e+02	1.179596956586205919e-01	2.602397061823510938e-02
3.400000000000000000e+02	1.172282759197233737e-01	2.591607259427992568e-02
3.410000000000000000e+02	1.162242951169513427e-01	2.584303244335466390e-02
3.420000000000000000e+02	1.153589411823266325e-01	2.557330225376778718e-02
3.430000000000000000e+02	1.148014393671062533e-01	2.550983088721247433e-02
3.440000000000000000e+02	1.138136997126588668e-01	2.527470863309176294e-02
3.450000000000000000e+02	1.135357666900793649e-01	2.505582284423765044e-02
3.460000000000000000e+02	1.122461891450596827e-01	2.492249073633608786e-02
3.470000000000000000e+02	1.117112518421556622e-01	2.475189498875784294e-02
3.480000000000000000e+02	1.111125648049125780e-01	2.463148835392569777e-02
3.490000000000000000e+02	1.109126241763217502e-01	2.435315375593091400e-02
3.500000000000000000e+02	1.099642643743363318e-01	2.414399269208352544e-02
3.510000000000000000e+02	1.097021096653155448e-01	2.394804183788592361e-02
3.520000000000000000e+02	1.087082639817886498e-01	2.378871553381842197e-02
3.530000000000000000e+02	1.080528404684766991e-01	2.365937484356289353e-02
3.540000000000000000e+02	1.071300144870453164e-01	2.351023450051894018e-02
3.550000000000000000e+02	1.064292144223718539e-01	2.334370621047149666e-02
3.560000000000000000e+02	1.056544195767625816e-01	2.329057088171186674e-02
3.570000000000000000e+02	1.052140218764641422e-01	2.308014167055420438e-02
3.580000000000000000e+02	1.046557890619473213e-01	2.296168074550777177e-02
3.590000000000000000e+02	1.034260552172963366e-01	2.276615376897577273e-02
3.600000000000000000e+02	1.028106464011362409e-01	2.267700507323951870e-02
3.610000000000000000e+02	1.023650402530440484e-01	2.245528171322842825e-02
3.620000000000000000e+02	1.018915554518775995e-01	2.212547462928451600e-02
3.630000000000000000e+02	1.009018355784674081e-01	2.222863270325687104e-02
3.640000000000000000e+02	1.008523472425911366e-01	2.196086504334933062e-02
3.650000000000000000e+02	1.003767377282711870e-01	2.179964831777000608e-02
3.660000000000000000e+02	9.962493871241492882e-02	2.180878791798901428e-02
3.670000000000000000e+02	9.881096341851891562e-02	2.158032789361535170e-02
3.680000000000000000e+02	9.862069533106099239e-02	2.151107610630754313e-02
3.690000000000000000e+02	9.780396100909947987e-02	2.140873751491592300e-02
3.700000000000000000e+02	9.761814969244562989e-02	2.118869205891182883e-02
3.710000000000000000e+02	9.759207488328214275e-02	2.096819864577678313e-02
3.720000000000000000e+02	9.718474761559414699e-02	2.089213298097752219e-02
3.730000000000000000e+02	9.630592761175948979e-02	2.075597205187671226e-02
3.740000000000000000e+02	9.611191934698044836e-02	2.059362622171765494e-02
3.750000000000000000e+02	9.613200059309043310e-02	2.036012552426863173e-02
3.760000000000000000e+02	9.546128995297439856e-02	2.023500495763406667e-02
3.770000000000000000e+02	9.520208454343716264e-02	1.998561181729063829e-02
3.780000000000000000e+02	9.456514939888892302e-02	1.986121105675033027e-02
3.790000000000000000e+02	9.458393774147080824e-02	1.966657523127120916e-02
3.800000000000000000e+02	9.378175192936610838e-02	1.946716220798195771e-02
3.810000000000000000e+02	9.348458404072464145e-02	1.933112309618387897e-02
3.820000000000000000e+02	9.321019527006067784e-02	1.922130603405573096e-02
3.830000000000000000e+02	9.318659294173474439e-02	1.895847853959183385e-02
3.840000000000000000e+02	9.252798875295097092e-02	1.891642118184420560e-02
3.850000000000000000e+02	9.255561878702982248e-02	1.856545177723232035e-02
3.860000000000000000e+02	9.213147188137349453e-02	1.856258328378946817e-02
3.870000000000000000e+02	9.185008479057525654e-02	1.816734742434753316e-02
3.880000000000000000e+02	9.171806015355624120e-02	1.818069172939202130e-02
3.890000000000000000e+02	9.172251794210342646e-02	1.790990107247431365e-02
3.900000000000000000e+02	9.142185531324828474e-02	1.782343522284918907e-02
3.910000000000000000e+02	9.085032889949749835e-02	1.763069299139979548e-02
3.920000000000000000e+02	9.079759580650197115e-02	1.756559747832817792e-02
3.930000000000000000e+02	9.072918648062507085e-02	1.735203461066949296e-02
3.940000000000000000e+02	9.015085832358808726e-02	1.728556014035845939e-02
3.950000000000000000e+02	8.987461652969165604e-02	1.717794622994562800e-02
3.960000000000000000e+02	8.954195521859217854e-02	1.701767969701424230e-02
3.970000000000000000e+02	8.935063219040292881e-02	1.696492414783673866e-02
3.980000000000000000e+02	8.907684276470556606e-02	1.674778967947290753e-02
3.990000000000000000e+02	8.909865565742157434e-02	1.661587838975074269e-02
4.000000000000000000e+02	8.834212361599688701e-02	1.665451639705823467e-02
4.010000000000000000e+02	8.832288135921213812e-02	1.630992383166022380e-02
4.020000000000000000e+02	8.824145103412592284e-02	1.622048847975432126e-02
4.030000000000000000e+02	8.805139928217145528e-02	1.604815106054423290e-02
4.040000000000000000e+02	8.798398979488880611e-02	1.579685172119534020e-02
4.050000000000000000e+02	8.764218779231618128e-02	1.567055857222719728e-02
4.060000000000000000e+02	8.760046826471282189e-02	1.538017321874591073e-02
4.070000000000000000e+02	8.679541473259648476e-02	1.532145126779842215e-02
4.080000000000000000e+02	8.675920155833624636e-02	1.518730009876741345e-02
4.090000000000000000e+02	8.648275801604246582e-02	1.475466120743950879e-02
4.100000000000000000e+02	8.622420129695311519e-02	1.473946250865744954e-02
4.110000000000000000e+02	8.620352548366663759e-02	1.447432765941909089e-02
4.120000000000000000e+02	8.550930604343469355e-02	1.436805402370686796e-02
4.130000000000000000e+02	8.537273969742738278e-02	1.405577287511475607e-02
4.140000000000000000e+02	8.486642958056465902e-02	1.381460583304734355e-02
4.150000000000000000e+02	8.494110233772887708e-02	1.369006593541795096e-02
4.160000000000000000e+02	8.439272037781729574e-02	1.348509864796327076e-02
4.170000000000000000e+02	8.447222088124964334e-02	1.339214528838177619e-02
4.180000000000000000e+02	8.413339943828111733e-02	1.313851688627578999e-02
4.190000000000000000e+02	8.417912891019867228e-02	1.291926333356378104e-02
4.200000000000000000e+02	8.357277671681660747e-02	1.275439916740567399e-02
4.210000000000000000e+02	8.359024426253500173e-02	1.258416440618278891e-02
4.220000000000000000e+02	8.322942123073798215e-02	1.241369462319493605e-02
4.230000000000000000e+02	8.289922419926037955e-02	1.223191070844675994e-02
4.240000000000000000e+02	8.270287495506659092e-02	1.202749442955977979e-02
4.250000000000000000e+02	8.234232625257550953e-02	1.196136454255797461e-02
4.260000000000000000e+02	8.258204896667580008e-02	1.181962558331641454e-02
4.270000000000000000e+02	8.214403897546028455e-02	1.162363087120628705e-02
4.280000000000000000e+02	8.158188875993002687e-02	1.155079227818789356e-02
4.290000000000000000e+02	8.127910198044019374e-02	1.139163303304302835e-02
4.300000000000000000e+02	8.117233440359064578e-02	1.121547726805912325e-02
4.310000000000000000e+02	8.069585292446211644e-02	1.103882709468817502e-02
4.320000000000000000e+02	8.063332179938394184e-02	1.102425141001543707e-02
4.330000000000000000e+02	8.008259060581798816e-02	1.078403617622575479e-02
4.340000000000000000e+02	7.991465382784367077e-02	1.074335739743578939e-02
4.350000000000000000e+02	7.993505253329484528e-02	1.058576624540177695e-02
4.360000000000000000e+02	7.961285978073169567e-02	1.053506720390506683e-02
4.370000000000000000e+02	7.918178469845464640e-02	1.040758966824002416e-02
4.380000000000000000e+02	7.927179419190134857e-02	1.025047439763570635e-02
4.390000000000000000e+02	7.912322660957912812e-02	1.024248578540625475e-02
4.400000000000000000e+02	7.891595850919130850e-02	1.003484841716967106e-02
4.410000000000000000e+02	7.858861325590674185e-02	9.994817322577688110e-03
4.420000000000000000e+02	7.855084188123481748e-02	9.846557336865508284e-03
4.430000000000000000e+02	7.861675883060099956e-02	9.772020903091966845e-03
4.440000000000000000e+02	7.844990395711955167e-02	9.740809044988059731e-03
4.450000000000000000e+02	7.828471700844541470e-02	9.441391761052823559e-03
4.460000000000000000e+02	7.815041451527313110e-02	9.340593577899456920e-03
4.470000000000000000e+02	7.796643182752202583e-02	9.347107198523689139e-03
4.480000000000000000e+02	7.781126312328193184e-02	9.147115195176679439e-03
4.490000000000000000e+02	7.800773054168448628e-02	9.003402331817051893e-03
4.500000000000000000e+02	7.756747943428995984e-02	8.976485900303168147e-03
4.510000000000000000e+02	7.714894016145570910e-02	8.875315377387546500e-03
4.520000000000000000e+02	7.713167513252418284e-02	8.734303224272361652e-03
4.530000000000000000e+02	7.686142615957168578e-02	8.684504088045398237e-03
4.540000000000000000e+02	7.697740074903883234e-02	8.589541028079480597e-03
4.550000000000000000e+02	7.650288839866897783e-02	8.628828138193003761e-03
4.560000000000000000e+02	7.611089968457425414e-02	8.522769151387620673e-03
4.570000000000000000e+02	7.581056233199605365e-02	8.361446344427547056e-03
4.580000000000000000e+02	7.537944704217384995e-02	8.316509241088745896e-03
4.590000000000000000e+02	7.526847788315751964e-02	8.207918398635166354e-03
4.600000000000000000e+02	7.516353867910388620e-02	8.293832340560762864e-03
4.610000000000000000e+02	7.427841523134733059e-02	8.240635009920499812e-03
4.620000000000000000e+02	7.376460240956798919e-02	8.197308739979656048e-03
4.630000000000000000e+02	7.360516168298515682e-02	8.179619491214399837e-03
4.640000000000000000e+02	7.328142398965872828e-02	8.089842777537332996e-03
4.650000000000000000e+02	7.289579459054609800e-02	8.076611553959781725e-03
4.660000000000000000e+02	7.262478631927056505e-02	7.890666632491322510e-03
4.670000000000000000e+02	7.227452446301205202e-02	8.104516180843551049e-03
4.680000000000000000e+02	7.239168438522056159e-02	7.873234808740203067e-03
4.690000000000000000e+02	7.235621834755448512e-02	7.946262687099546473e-03
4.700000000000000000e+02	7.168049779096730134e-02	8.130942037206056322e-03
4.710000000000000000e+02	7.156621231907706049e-02	8.076913459849321617e-03
4.720000000000000000e+02	7.141905536103237973e-02	8.302184658909268072e-03
4.730000000000000000e+02	7.146211058074639078e-02	8.143788207689506981e-03
4.740000000000000000e+02	7.080615539163342964e-02	8.209382019686345747e-03
4.750000000000000000e+02	7.086398174704607034e-02	8.445417559471868341e-03
4.760000000000000000e+02	7.048673440560712655e-02	8.394469726169072679e-03
4.770000000000000000e+02	7.035866209067949406e-02	8.474326417225034810e-03
4.780000000000000000e+02	7.046466425956780799e-02	8.563136685717065433e-03
4.790000000000000000e+02	7.022374611138063050e-02	8.609681029810077255e-03
4.800000000000000000e+02	6.984292571212699641e-02	8.562138383141357570e-03
4.810000000000000000e+02	6.954336062011071129e-02	8.641102259977776617e-03
4.820000000000000000e+02	6.941837927492851279e-02	8.691764491442995066e-03
4.830000000000000000e+02	6.892989639901341004e-02	8.664672853535729941e-03
4.840000000000000000e+02	6.887638138785986963e-02	8.851232514787575958e-03
4.850000000000000000e+02	6.848621059206229378e-02	8.845235724264632546e-03
4.860000000000000000e+02	6.820014241585750647e-02	9.071751409503179056e-03
4.870000000000000000e+02	6.828689011155231192e-02	8.965445568549295155e-03
4.880000000000000000e+02	6.811081112091271761e-02	9.120871863031378146e-03
4.890000000000000000e+02	6.755729463252986566e-02	9.184866693637227381e-03
4.900000000000000000e+02	6.764358901254027834e-02	9.194840436406408538e-03
4.910000000000000000e+02	6.706924308800696344e-02	9.446247850298131882e-03
4.920000000000000000e+02	6.734899705315547380e-02	9.480671418616280072e-03
4.930000000000000000e+02	6.673930942631800534e-02	9.636131279325136842e-03
4.940000000000000000e+02	6.702815190273900270e-02	9.740615630635437311e-03
4.950000000000000000e+02	6.654646041767266207e-02	9.942866132911476820e-03
4.960000000000000000e+02	6.666502175091588989e-02	1.007578760463669239e-02
4.970000000000000000e+02	6.613087296494499223e-02	1.001507801228354415e-02
4.980000000000000000e+02	6.597150545349275697e-02	1.032399079973152049e-02
4.990000000000000000e+02	6.601523311800835958e-02	1.041291147066489807e-02
5.000000000000000000e+02	6.545178081310905338e-02	1.066559275615380428e-02
5.010000000000000000e+02	6.555181725352705879e-02	1.068785299295662260e-02
5.020000000000000000e+02	6.510227899835943632e-02	1.082249398091696992e-02
5.030000000000000000e+02	6.484992573663320159e-02	1.088355280605949986e-02
5.040000000000000000e+02	6.420141212099883532e-02	1.126090815335824107e-02
5.050000000000000000e+02	6.399214149196545687e-02	1.130921812555190330e-02
5.060000000000000000e+02	6.380852095650621503e-02	1.126406129196577677e-02
5.070000000000000000e+02	6.346057093016668760e-02	1.156275743291354172e-02
5.080000000000000000e+02	6.346206348001871833e-02	1.160226405127287932e-02
5.090000000000000000e+02	6.307058749741206727e-02	1.167197641273355450e-02
5.100000000000000000e+02	6.270379896935722452e-02	1.176492033987873095e-02
5.110000000000000000e+02	6.250991898371713318e-02	1.196535095656475582e-02
5.120000000000000000e+02	6.236579786371278938e-02	1.201797873135131839e-02
5.130000000000000000e+02	6.170991412065729431e-02	1.206837869302477759e-02
5.140000000000000000e+02	6.184752783799223053e-02	1.222203091953842635e-02
5.150000000000000000e+02	6.114103553106552125e-02	1.244437245664318549e-02
5.160000000000000000e+02	6.116801319847962187e-02	1.229750745357841013e-02
5.170000000000000000e+02	6.079951453862560834e-02	1.253938839031778531e-02
5.180000000000000000e+02	6.070878330268540679e-02	1.281981967188633442e-02
5.190000000000000000e+02	6.076205216449694080e-02	1.276437947429777744e-02
5.200000000000000000e+02	6.023721105751954352e-02	1.290847554467797892e-02
5.210000000000000000e+02	5.980297716338654063e-02	1.303528738854994526e-02
5.220000000000000000e+02	5.939713760794747277e-02	1.301916596365586092e-02
5.230000000000000000e+02	5.945758150142906734e-02	1.318019364082968943e-02
5.240000000000000000e+02	5.920101848442727022e-02	1.325342442911302959e-02
5.250000000000000000e+02	5.871223636950306801e-02	1.341322319317831899e-02
5.260000000000000000e+02	5.885529230150423480e-02	1.328093107696330481e-02
5.270000000000000000e+02	5.789083831935828289e-02	1.352977754370294355e-02
5.280000000000000000e+02	5.771412597476740375e-02	1.367847459253917521e-02
5.290000000000000000e+02	5.731244317845070324e-02	1.349559496539759137e-02
5.300000000000000000e+02	5.667089529582938073e-02	1.366105497171482379e-02
5.310000000000000000e+02	5.621944914413343902e-02	1.366286137704478612e-02
5.320000000000000000e+02	5.650653169904755468e-02	1.380721911481349456e-02
5.330000000000000000e+02	5.584948085536278750e-02	1.393006114994407157e-02
5.340000000000000000e+02	5.538533919227932312e-02	1.394647899995918316e-02
5.350000000000000000e+02	5.488685416059021355e-02	1.406771854221384142e-02
5.360000000000000000e+02	5.463216467834256657e-02	1.413294876809267908e-02
5.370000000000000000e+02	5.414590387581511705e-02	1.425588423345812775e-02
5.380000000000000000e+02	5.372424917355685114e-02	1.427378694694268930e-02
5.390000000000000000e+02	5.326867778643618045e-02	1.431974411268274044e-02
5.400000000000000000e+02	5.303121142397478061e-02	1.441249446260446133e-02
5.410000000000000000e+02	5.220875377482799701e-02	1.450427596680756853e-02
5.420000000000000000e+02	5.207611616497063306e-02	1.460447783546911862e-02
5.430000000000000000e+02	5.111536277234896009e-02	1.458981975331141538e-02
5.440000000000000000e+02	5.114324898799273850e-02	1.450720431022734826e-02
5.450000000000000000e+02	5.034570359945959167e-02	1.472488525412149300e-02
5.460000000000000000e+02	4.964081498769497280e-02	1.487568633815437337e-02
5.470000000000000000e+02	4.879879718268582967e-02	1.507394269199263150e-02
5.480000000000000000e+02	4.855445708969144403e-02	1.524470576117914304e-02
5.490000000000000000e+02	4.784159075078102397e-02	1.540877052718117243e-02
5.500000000000000000e+02	4.725899562324369085e-02	1.559592340463164702e-02
5.510000000000000000e+02	4.689731074001988326e-02	1.559220641900021034e-02
5.520000000000000000e+02	4.652806348433403960e-02	1.581511568128956061e-02
5.530000000000000000e+02	4.596642399558056868e-02	1.590892349462705649e-02
5.540000000000000000e+02	4.553530267434841711e-02	1.607759735029918452e-02
5.550000000000000000e+02	4.461339440106630583e-02	1.624577603477099161e-02
5.560000000000000000e+02	4.409377419717054603e-02	1.636576666779548939e-02
5.570000000000000000e+02	4.409677257405705125e-02	1.662206724340659081e-02
5.580000000000000000e+02	4.349386063983080863e-02	1.696262359284537655e-02
5.590000000000000000e+02	4.278704885486856596e-02	1.692560470051153107e-02
5.600000000000000000e+02	4.245398870794579727e-02	1.721828428839228611e-02
5.610000000000000000e+02	4.175247480127976252e-02	1.737908869387413263e-02
5.620000000000000000e+02	4.121360245778522835e-02	1.768608530954669800e-02
5.630000000000000000e+02	4.056996486665823132e-02	1.795286801470598673e-02
5.640000000000000000e+02	4.011857987110849233e-02	1.804399452605660176e-02
5.650000000000000000e+02	3.978594834853546591e-02	1.825989329756623133e-02
5.660000000000000000e+02	3.966814552073736483e-02	1.854386626134249538e-02
5.670000000000000000e+02	3.906409515896883122e-02	1.881768902761206744e-02
5.680000000000000000e+02	3.866276617786110203e-02	1.897634611096274404e-02
5.690000000000000000e+02	3.815915882833677275e-02	1.927264709885189581e-02
5.700000000000000000e+02	3.804653230162748090e-02	1.925027542548976567e-02
5.710000000000000000e+02	3.720164981571773277e-02	1.947723643287548739e-02
5.720000000000000000e+02	3.660762065992508030e-02	1.952290240267783028e-02
5.730000000000000000e+02	3.695592895538363232e-02	1.981299178814708781e-02
5.740000000000000000e+02	3.621155977019438477e-02	2.005046040490235729e-02
5.750000000000000000e+02	3.598756999070838736e-02	2.011052569027054621e-02
5.760000000000000000e+02	3.553140054320751834e-02	2.025206124171015365e-02
5.770000000000000000e+02	3.502292086870392035e-02	2.028170600503107629e-02
5.780000000000000000e+02	3.454123313984334281e-02	2.038502689872697879e-02
5.790000000000000000e+02	3.425881460819078794e-02	2.068683896622507123e-02
5.800000000000000000e+02	3.428544315712174495e-02	2.081593064098799170e-02
5.810000000000000000e+02	3.387670622747655097e-02	2.087754589040626690e-02
5.820000000000000000e+02	3.334405960013402809e-02	2.101349519364930155e-02
5.830000000000000000e+02	3.301450461622042198e-02	2.125875450527297053e-02
5.840000000000000000e+02	3.288766369678740309e-02	2.134215055110534956e-02
5.850000000000000000e+02	3.240699075168666787e-02	2.144410116610273934e-02
5.860000000000000000e+02	3.153459338561678121e-02	2.158657348272792140e-02
5.870000000000000000e+02	3.139267733561926926e-02	2.173094346141060673e-02
5.880000000000000000e+02	3.107161426000851906e-02	2.176927535665518568e-02
5.890000000000000000e+02	3.085070109375131348e-02	2.203396248536063778e-02
5.900000000000000000e+02	3.060657007563038351e-02	2.214646118061980307e-02
5.910000000000000000e+02	3.011193382289551954e-02	2.230050428508482951e-02
5.920000000000000000e+02	2.973154970148157369e-02	2.243332348544068225e-02
5.930000000000000000e+02	2.960704373839067455e-02	2.256149451183017685e-02
5.940000000000000000e+02	2.923052931974170002e-02	2.276691365111903689e-02
5.950000000000000000e+02	2.861993115964905215e-02	2.284966128693210682e-02
5.960000000000000000e+02	2.800270809749947840e-02	2.298815713760212973e-02
5.970000000000000000e+02	2.804836990427735793e-02	2.311225606030704524e-02
5.980000000000000000e+02	2.734315964835935461e-02	2.302670273228323364e-02
5.990000000000000000e+02	2.729881958186077678e-02	2.313598407287007636e-02
6.000000000000000000e+02	2.671388549616621200e-02	2.322860559673258635e-02
6.010000000000000000e+02	2.649120873506806070e-02	2.346312748810169477e-02
6.020000000000000000e+02	2.634871908890622574e-02	2.348921020245050423e-02
