# legendlabel: $A e^{-k/\tau}$
# description: 
# m=0.9938337072239355, tau=646.6859173971507[ms]
# fitrange: 1 <= k <= 5000[4.0ms]
# function: $A e^{-k/\tau}$
# 	with parameters:
# 		tau = 646.6859173971507
# 		A = 0.9692993494176645
# 
# legendlabel: $A e^{-k/\tau} + O$
# description: 
# m=0.994261478039535, tau=695.0416806050425[ms]
# fitrange: 1 <= k <= 2999[4.0ms]
# function: $A e^{-k/\tau} + O$
# 	with parameters:
# 		tau = 695.0416806050425
# 		A = 0.9901016772895169
# 		O = -0.024830960041080253
# 
# 1_steps[4.0ms]	2_coefficients	3_stderrs	4_coefficients	5_stderrs
8.870000000000000000e+02	-3.555098166322773895e-02	4.374911018721015787e-02	nan	nan
8.880000000000000000e+02	-3.584054004496327328e-02	4.365513924751908414e-02	nan	nan
8.890000000000000000e+02	-3.620008294437955521e-02	4.371018185745959017e-02	nan	nan
8.900000000000000000e+02	-3.591511202309369266e-02	4.362245348092917002e-02	nan	nan
8.910000000000000000e+02	-3.599608997379812741e-02	4.368098619838615970e-02	nan	nan
8.920000000000000000e+02	-3.577062830200145038e-02	4.369609173911298550e-02	nan	nan
8.930000000000000000e+02	-3.582353384894691739e-02	4.367707393759820422e-02	nan	nan
8.940000000000000000e+02	-3.554958296936859552e-02	4.362071877244853846e-02	nan	nan
8.950000000000000000e+02	-3.588000178722939443e-02	4.371271084882465824e-02	nan	nan
8.960000000000000000e+02	-3.535383601700841510e-02	4.354982190183660090e-02	nan	nan
8.970000000000000000e+02	-3.532041284850692686e-02	4.352891073537917127e-02	nan	nan
8.980000000000000000e+02	-3.537766488921829933e-02	4.347369462419824193e-02	nan	nan
8.990000000000000000e+02	-3.565354507543238433e-02	4.343058916131449509e-02	nan	nan
9.000000000000000000e+02	-3.552003720168572798e-02	4.335999738189044023e-02	nan	nan
9.010000000000000000e+02	-3.522554810079743526e-02	4.338397012701720318e-02	-3.636707772541425410e-02	4.571980240477765967e-02
9.020000000000000000e+02	-3.505896043760790143e-02	4.325340755250296071e-02	nan	nan
9.030000000000000000e+02	-3.513509847057954411e-02	4.333719728542090310e-02	nan	nan
9.040000000000000000e+02	-3.462962675972728471e-02	4.323547478777713116e-02	nan	nan
9.050000000000000000e+02	-3.540290900020200138e-02	4.332088948854066757e-02	nan	nan
9.060000000000000000e+02	-3.496830431750010126e-02	4.330243643157093147e-02	nan	nan
9.070000000000000000e+02	-3.496105833910510136e-02	4.325384992320053384e-02	nan	nan
9.080000000000000000e+02	-3.493580862254175301e-02	4.313158083230941853e-02	nan	nan
9.090000000000000000e+02	-3.494247713290545010e-02	4.311368629247788048e-02	nan	nan
9.100000000000000000e+02	-3.483441580343969030e-02	4.313095558477612890e-02	nan	nan
9.110000000000000000e+02	-3.490375268243823409e-02	4.301750781450287137e-02	nan	nan
9.120000000000000000e+02	-3.522019115824092522e-02	4.307832859728959879e-02	nan	nan
9.130000000000000000e+02	-3.531419577409587729e-02	4.301120448025823328e-02	nan	nan
9.140000000000000000e+02	-3.539200206710023389e-02	4.290263478625472304e-02	nan	nan
9.150000000000000000e+02	-3.558066209277975511e-02	4.286220783985704441e-02	nan	nan
9.160000000000000000e+02	-3.564309503999996132e-02	4.278820206474385351e-02	nan	nan
9.170000000000000000e+02	-3.592054515987239821e-02	4.282445846223848634e-02	nan	nan
9.180000000000000000e+02	-3.574806111921736279e-02	4.282683384924582809e-02	nan	nan
9.190000000000000000e+02	-3.534577214496952002e-02	4.301287357212928153e-02	nan	nan
9.200000000000000000e+02	-3.574413256938472477e-02	4.294025839615508294e-02	nan	nan
9.210000000000000000e+02	-3.558585232348390748e-02	4.283226053415741669e-02	nan	nan
9.220000000000000000e+02	-3.592305678980962230e-02	4.287623438565905248e-02	nan	nan
9.230000000000000000e+02	-3.591481281074614118e-02	4.285916130739583080e-02	nan	nan
9.240000000000000000e+02	-3.601301446156009861e-02	4.277268744495503483e-02	nan	nan
9.250000000000000000e+02	-3.639488714838532563e-02	4.278373761257918406e-02	nan	nan
9.260000000000000000e+02	-3.613078199294482429e-02	4.276848448603202957e-02	nan	nan
9.270000000000000000e+02	-3.650793142324194190e-02	4.270108761940660108e-02	nan	nan
9.280000000000000000e+02	-3.648927144676843148e-02	4.264578192344813112e-02	nan	nan
9.290000000000000000e+02	-3.663645133026282447e-02	4.269598110706598199e-02	nan	nan
9.300000000000000000e+02	-3.674903802853121682e-02	4.263135548564103011e-02	nan	nan
9.310000000000000000e+02	-3.741033175918802994e-02	4.256049736483718399e-02	nan	nan
9.320000000000000000e+02	-3.755395443253251031e-02	4.254088748061748970e-02	nan	nan
9.330000000000000000e+02	-3.759631040921741774e-02	4.256798385084174102e-02	nan	nan
9.340000000000000000e+02	-3.772273877490602001e-02	4.244895967814706073e-02	nan	nan
9.350000000000000000e+02	-3.763804221185929055e-02	4.245843501636926282e-02	nan	nan
9.360000000000000000e+02	-3.785476180378086197e-02	4.250880792792320617e-02	nan	nan
9.370000000000000000e+02	-3.803758169624828211e-02	4.240082886351206198e-02	nan	nan
9.380000000000000000e+02	-3.841761884689633144e-02	4.242118859309456508e-02	nan	nan
9.390000000000000000e+02	-3.858641575716106886e-02	4.239227045249298331e-02	nan	nan
9.400000000000000000e+02	-3.873008088892581496e-02	4.242263797238902956e-02	nan	nan
9.410000000000000000e+02	-3.866352326117084709e-02	4.228817165761923624e-02	nan	nan
9.420000000000000000e+02	-3.907111612951484625e-02	4.229972205229515919e-02	nan	nan
9.430000000000000000e+02	-3.852054875278735496e-02	4.226909902226559657e-02	nan	nan
9.440000000000000000e+02	-3.887804501288198711e-02	4.219395984276835126e-02	nan	nan
9.450000000000000000e+02	-3.860938853112662328e-02	4.221001602865166735e-02	nan	nan
9.460000000000000000e+02	-3.832735090950075557e-02	4.207305579793115674e-02	nan	nan
9.470000000000000000e+02	-3.861888328121759056e-02	4.208256216190403576e-02	nan	nan
9.480000000000000000e+02	-3.867789474855561072e-02	4.199466302393297518e-02	nan	nan
9.490000000000000000e+02	-3.865439022495428117e-02	4.211603725134144965e-02	nan	nan
9.500000000000000000e+02	-3.889446064634424771e-02	4.211683860957908532e-02	nan	nan
9.510000000000000000e+02	-3.867096599501605031e-02	4.210886756626549404e-02	nan	nan
9.520000000000000000e+02	-3.879506933723061990e-02	4.202995969340318078e-02	nan	nan
9.530000000000000000e+02	-3.854709887705679711e-02	4.199785936394838382e-02	nan	nan
9.540000000000000000e+02	-3.886052787614731330e-02	4.182261409072314529e-02	nan	nan
9.550000000000000000e+02	-3.860783423434305944e-02	4.185521186706846891e-02	nan	nan
9.560000000000000000e+02	-3.868537848854512740e-02	4.183500096503339760e-02	nan	nan
9.570000000000000000e+02	-3.865205941602907480e-02	4.179024866723593523e-02	nan	nan
9.580000000000000000e+02	-3.851076154579163857e-02	4.180546228013262006e-02	nan	nan
9.590000000000000000e+02	-3.856788036041294138e-02	4.173254244435113669e-02	nan	nan
9.600000000000000000e+02	-3.838253600521419895e-02	4.177973244559282651e-02	nan	nan
9.610000000000000000e+02	-3.855693501804939582e-02	4.180207319703673624e-02	nan	nan
9.620000000000000000e+02	-3.846463180125943987e-02	4.163528577308115569e-02	nan	nan
9.630000000000000000e+02	-3.832846830635178170e-02	4.157219343906103093e-02	nan	nan
9.640000000000000000e+02	-3.803191857239350548e-02	4.156840865106551514e-02	nan	nan
9.650000000000000000e+02	-3.785300723371318177e-02	4.151281886730336795e-02	nan	nan
9.660000000000000000e+02	-3.784858239481837111e-02	4.151028141972883112e-02	nan	nan
9.670000000000000000e+02	-3.816537929715034527e-02	4.141463042957889418e-02	nan	nan
9.680000000000000000e+02	-3.742236129491195717e-02	4.139764933173546713e-02	nan	nan
9.690000000000000000e+02	-3.707334365913560192e-02	4.132053801856904601e-02	nan	nan
9.700000000000000000e+02	-3.727553172828055456e-02	4.125681566160480096e-02	nan	nan
9.710000000000000000e+02	-3.740149212130800677e-02	4.122587686047040484e-02	nan	nan
9.720000000000000000e+02	-3.724429712506142215e-02	4.121398021579097265e-02	nan	nan
9.730000000000000000e+02	-3.691906679967216914e-02	4.117349472449156195e-02	nan	nan
9.740000000000000000e+02	-3.657643682222240511e-02	4.103856146955923989e-02	nan	nan
9.750000000000000000e+02	-3.655680645509433446e-02	4.087799904646974292e-02	nan	nan
9.760000000000000000e+02	-3.655675257563160974e-02	4.069307585597079641e-02	nan	nan
9.770000000000000000e+02	-3.604274925758756132e-02	4.063823153422951862e-02	nan	nan
9.780000000000000000e+02	-3.637271608084616248e-02	4.057323794566100594e-02	nan	nan
9.790000000000000000e+02	-3.582849731775681473e-02	4.055438143046405375e-02	nan	nan
9.800000000000000000e+02	-3.591818644828588536e-02	4.052230399039731534e-02	nan	nan
9.810000000000000000e+02	-3.584589550335259833e-02	4.042290849062267488e-02	nan	nan
9.820000000000000000e+02	-3.524786395187436139e-02	4.041357361796465986e-02	nan	nan
9.830000000000000000e+02	-3.495598199243166171e-02	4.044963744454255911e-02	nan	nan
9.840000000000000000e+02	-3.507541351895690496e-02	4.018997365615878392e-02	nan	nan
9.850000000000000000e+02	-3.465951963903357580e-02	4.012308897813250674e-02	nan	nan
9.860000000000000000e+02	-3.478414888356724799e-02	4.008391773023979587e-02	nan	nan
9.870000000000000000e+02	-3.460402737075281288e-02	4.005910587303061071e-02	nan	nan
9.880000000000000000e+02	-3.427619934190850176e-02	4.004696974727661035e-02	nan	nan
9.890000000000000000e+02	-3.413950833272131474e-02	4.006529414925016908e-02	nan	nan
9.900000000000000000e+02	-3.409783762777203464e-02	3.989786341833381766e-02	nan	nan
9.910000000000000000e+02	-3.385433152840615356e-02	3.987045085119048787e-02	nan	nan
9.920000000000000000e+02	-3.404269339764313951e-02	3.980877717973267671e-02	nan	nan
9.930000000000000000e+02	-3.357664311406506619e-02	3.983140610098438034e-02	nan	nan
9.940000000000000000e+02	-3.341202532817980075e-02	3.987220813685865561e-02	nan	nan
9.950000000000000000e+02	-3.309345467876142338e-02	3.983301466423979503e-02	nan	nan
9.960000000000000000e+02	-3.346893997372950985e-02	3.975773852846999773e-02	nan	nan
9.970000000000000000e+02	-3.298379049226281973e-02	3.971683622608147141e-02	nan	nan
9.980000000000000000e+02	-3.245427768983909222e-02	3.968492771668372110e-02	nan	nan
9.990000000000000000e+02	-3.238299392690101308e-02	3.958130703742795964e-02	nan	nan
1.000000000000000000e+03	-3.206425148889087418e-02	3.964841335692263075e-02	nan	nan
1.001000000000000000e+03	-3.189547410141009565e-02	3.967228234115875718e-02	-3.311119669020561040e-02	4.168806383257360471e-02
1.002000000000000000e+03	-3.133532856857983162e-02	3.963768480903985536e-02	nan	nan
1.003000000000000000e+03	-3.168006964026087724e-02	3.959132278040118635e-02	nan	nan
1.004000000000000000e+03	-3.129977286030558026e-02	3.949165996624083574e-02	nan	nan
1.005000000000000000e+03	-3.081631091364659542e-02	3.957228344416475335e-02	nan	nan
1.006000000000000000e+03	-3.057359198848368445e-02	3.942612343466398578e-02	nan	nan
1.007000000000000000e+03	-3.013317777300949032e-02	3.948810894753347622e-02	nan	nan
1.008000000000000000e+03	-2.989030000455936836e-02	3.947803516958695719e-02	nan	nan
1.009000000000000000e+03	-3.000255562561636793e-02	3.949675915812989740e-02	nan	nan
1.010000000000000000e+03	-2.950388755629771917e-02	3.940139564039257802e-02	nan	nan
1.011000000000000000e+03	-2.925482346031524350e-02	3.940408375946147929e-02	nan	nan
1.012000000000000000e+03	-2.905255389671547103e-02	3.941572172901480070e-02	nan	nan
1.013000000000000000e+03	-2.874895179114410684e-02	3.932594273896119347e-02	nan	nan
1.014000000000000000e+03	-2.869978890727701779e-02	3.929746542888613858e-02	nan	nan
1.015000000000000000e+03	-2.855588144667914330e-02	3.924249047567995863e-02	nan	nan
1.016000000000000000e+03	-2.863399517428681304e-02	3.927946409888404683e-02	nan	nan
1.017000000000000000e+03	-2.858300361392927466e-02	3.910089283788292097e-02	nan	nan
1.018000000000000000e+03	-2.807562318931602907e-02	3.910610180895061905e-02	nan	nan
1.019000000000000000e+03	-2.831551398590403945e-02	3.907179711646344145e-02	nan	nan
1.020000000000000000e+03	-2.831317427161598316e-02	3.899487017818717427e-02	nan	nan
1.021000000000000000e+03	-2.795248742990296548e-02	3.899692384274202478e-02	nan	nan
1.022000000000000000e+03	-2.814393797517062909e-02	3.891502697026367336e-02	nan	nan
1.023000000000000000e+03	-2.778887189273748087e-02	3.876772945184950997e-02	nan	nan
1.024000000000000000e+03	-2.772594215566591760e-02	3.874786652921821672e-02	nan	nan
1.025000000000000000e+03	-2.736030723837049039e-02	3.868226202951819542e-02	nan	nan
1.026000000000000000e+03	-2.690408802056370313e-02	3.868205635988176960e-02	nan	nan
1.027000000000000000e+03	-2.699570412869983088e-02	3.852339066170618054e-02	nan	nan
1.028000000000000000e+03	-2.683058590245217950e-02	3.842043512767581714e-02	nan	nan
1.029000000000000000e+03	-2.648592076004967905e-02	3.839725161750944665e-02	nan	nan
1.030000000000000000e+03	-2.636524005728788783e-02	3.834230521282483428e-02	nan	nan
1.031000000000000000e+03	-2.592604020510745969e-02	3.828579519133484821e-02	nan	nan
1.032000000000000000e+03	-2.612226257010952929e-02	3.820258168506987517e-02	nan	nan
1.033000000000000000e+03	-2.619605980901508827e-02	3.799914144055482196e-02	nan	nan
1.034000000000000000e+03	-2.602638716116712977e-02	3.802213253267099080e-02	nan	nan
1.035000000000000000e+03	-2.601364842612901088e-02	3.793925214309543797e-02	nan	nan
1.036000000000000000e+03	-2.576399932298650136e-02	3.785563957876970920e-02	nan	nan
1.037000000000000000e+03	-2.559573503274316722e-02	3.787558704196956200e-02	nan	nan
1.038000000000000000e+03	-2.542699953729125190e-02	3.772650271986826426e-02	nan	nan
1.039000000000000000e+03	-2.566602140797018955e-02	3.762869872716451819e-02	nan	nan
1.040000000000000000e+03	-2.587822578229286713e-02	3.754837213144233271e-02	nan	nan
1.041000000000000000e+03	-2.532154419052138478e-02	3.764005882190260555e-02	nan	nan
1.042000000000000000e+03	-2.567334922438415518e-02	3.749326161353741527e-02	nan	nan
1.043000000000000000e+03	-2.556809074365999288e-02	3.733445969500697598e-02	nan	nan
1.044000000000000000e+03	-2.567400027006048330e-02	3.741307896481273210e-02	nan	nan
1.045000000000000000e+03	-2.518457685852729805e-02	3.733905858986109189e-02	nan	nan
1.046000000000000000e+03	-2.520603705800171165e-02	3.718248938295724837e-02	nan	nan
1.047000000000000000e+03	-2.514936745902202758e-02	3.711812193187957049e-02	nan	nan
1.048000000000000000e+03	-2.502976180839734319e-02	3.705476465157740013e-02	nan	nan
1.049000000000000000e+03	-2.525409199557016038e-02	3.707344777515096668e-02	nan	nan
1.050000000000000000e+03	-2.517642017263952564e-02	3.708086805532612856e-02	nan	nan
1.051000000000000000e+03	-2.509788805774017945e-02	3.694804065145285837e-02	nan	nan
1.052000000000000000e+03	-2.517543593053236939e-02	3.684997250111075873e-02	nan	nan
1.053000000000000000e+03	-2.486148700007140278e-02	3.682593389086327718e-02	nan	nan
1.054000000000000000e+03	-2.520502743400561060e-02	3.666646421424443053e-02	nan	nan
1.055000000000000000e+03	-2.476218680008581211e-02	3.649989904996791407e-02	nan	nan
1.056000000000000000e+03	-2.483873529072500377e-02	3.637043892968367526e-02	nan	nan
1.057000000000000000e+03	-2.422436371472826838e-02	3.623871333175568421e-02	nan	nan
1.058000000000000000e+03	-2.430173615682830121e-02	3.609271542756120610e-02	nan	nan
1.059000000000000000e+03	-2.425037429022956076e-02	3.594525484481268796e-02	nan	nan
1.060000000000000000e+03	-2.430060681859893754e-02	3.580778999027293269e-02	nan	nan
1.061000000000000000e+03	-2.373352223038111691e-02	3.564924887996388098e-02	nan	nan
1.062000000000000000e+03	-2.414403003390339433e-02	3.551793655160094543e-02	nan	nan
1.063000000000000000e+03	-2.356926244647955873e-02	3.553567682285570239e-02	nan	nan
1.064000000000000000e+03	-2.403652921380786817e-02	3.539849432889272812e-02	nan	nan
1.065000000000000000e+03	-2.381493231401336091e-02	3.528284573514982314e-02	nan	nan
1.066000000000000000e+03	-2.335915195356989479e-02	3.518232916761340062e-02	nan	nan
1.067000000000000000e+03	-2.349903899784244743e-02	3.498589814910946227e-02	nan	nan
1.068000000000000000e+03	-2.319276424064869307e-02	3.495372241076267344e-02	nan	nan
1.069000000000000000e+03	-2.302873733400901540e-02	3.492221198665014514e-02	nan	nan
1.070000000000000000e+03	-2.332176679353888810e-02	3.484479572445349504e-02	nan	nan
1.071000000000000000e+03	-2.291957592251032266e-02	3.464263366017748813e-02	nan	nan
1.072000000000000000e+03	-2.290303988890523418e-02	3.445563274670645354e-02	nan	nan
1.073000000000000000e+03	-2.331341480306258276e-02	3.435381464853119737e-02	nan	nan
1.074000000000000000e+03	-2.283418160516305709e-02	3.417178288341672643e-02	nan	nan
1.075000000000000000e+03	-2.271594352465580030e-02	3.401107395567000424e-02	nan	nan
1.076000000000000000e+03	-2.234328091351362594e-02	3.395692889584714380e-02	nan	nan
1.077000000000000000e+03	-2.274180994548380755e-02	3.377351635815654257e-02	nan	nan
1.078000000000000000e+03	-2.253687392036908196e-02	3.354778045022422522e-02	nan	nan
1.079000000000000000e+03	-2.230048933005778639e-02	3.346593234385687038e-02	nan	nan
1.080000000000000000e+03	-2.244600466940109215e-02	3.332383483386296141e-02	nan	nan
1.081000000000000000e+03	-2.249124071955100820e-02	3.311765213833618715e-02	nan	nan
1.082000000000000000e+03	-2.208197601771580768e-02	3.292116282108250441e-02	nan	nan
1.083000000000000000e+03	-2.240707475786402059e-02	3.260643999800671294e-02	nan	nan
1.084000000000000000e+03	-2.254171533020142212e-02	3.249189491180701911e-02	nan	nan
1.085000000000000000e+03	-2.262199335334571029e-02	3.226566359581950483e-02	nan	nan
1.086000000000000000e+03	-2.267679247631225123e-02	3.218106257219421201e-02	nan	nan
1.087000000000000000e+03	-2.290309376195658747e-02	3.189361185535589949e-02	nan	nan
1.088000000000000000e+03	-2.268295499589493419e-02	3.168114345299083423e-02	nan	nan
1.089000000000000000e+03	-2.299907346438008829e-02	3.126264236241103889e-02	nan	nan
1.090000000000000000e+03	-2.290985478286449231e-02	3.114791748312167874e-02	nan	nan
1.091000000000000000e+03	-2.301052341547166896e-02	3.095587296766154004e-02	nan	nan
1.092000000000000000e+03	-2.340129196748049270e-02	3.072208619573160368e-02	nan	nan
1.093000000000000000e+03	-2.355776254353661447e-02	3.046226273532711207e-02	nan	nan
1.094000000000000000e+03	-2.349800826155967054e-02	3.040843434750132787e-02	nan	nan
1.095000000000000000e+03	-2.338560239930744661e-02	3.002068519945342434e-02	nan	nan
1.096000000000000000e+03	-2.369733334369128475e-02	2.979521121589971677e-02	nan	nan
1.097000000000000000e+03	-2.311786084789640289e-02	2.963233456166403101e-02	nan	nan
1.098000000000000000e+03	-2.350086485651107365e-02	2.951957667409031011e-02	nan	nan
1.099000000000000000e+03	-2.315056265662567350e-02	2.919116313393095921e-02	nan	nan
1.100000000000000000e+03	-2.291106696818387412e-02	2.897554605841306391e-02	nan	nan
1.101000000000000000e+03	-2.329600199640750532e-02	2.884283217370719674e-02	-2.537208538763831983e-02	3.029190550943576532e-02
1.102000000000000000e+03	-2.274817695613299065e-02	2.864730277330452754e-02	nan	nan
1.103000000000000000e+03	-2.275541423642928746e-02	2.853253037273746975e-02	nan	nan
1.104000000000000000e+03	-2.255076080362473576e-02	2.821832556042210699e-02	nan	nan
1.105000000000000000e+03	-2.272314742581641941e-02	2.797989814570480543e-02	nan	nan
1.106000000000000000e+03	-2.282154321298326613e-02	2.783255688746234455e-02	nan	nan
1.107000000000000000e+03	-2.245721645791326493e-02	2.765863987127489820e-02	nan	nan
1.108000000000000000e+03	-2.267433793121959723e-02	2.735789161711379980e-02	nan	nan
1.109000000000000000e+03	-2.279498052131639571e-02	2.716323925586514032e-02	nan	nan
1.110000000000000000e+03	-2.291539584494758225e-02	2.693743325677875125e-02	nan	nan
1.111000000000000000e+03	-2.266911562033002703e-02	2.685907687350955197e-02	nan	nan
1.112000000000000000e+03	-2.259361924504008773e-02	2.671456683800581267e-02	nan	nan
1.113000000000000000e+03	-2.264894183177255590e-02	2.656440942232409647e-02	nan	nan
1.114000000000000000e+03	-2.282162805584476289e-02	2.631541108513918079e-02	nan	nan
1.115000000000000000e+03	-2.276236098626964813e-02	2.612051518756407578e-02	nan	nan
1.116000000000000000e+03	-2.313959980708053463e-02	2.592423482358221370e-02	nan	nan
1.117000000000000000e+03	-2.320028534263958789e-02	2.579228367136552486e-02	nan	nan
1.118000000000000000e+03	-2.342436794157134669e-02	2.554440338878120886e-02	nan	nan
1.119000000000000000e+03	-2.324159216613255058e-02	2.545389373230086752e-02	nan	nan
1.120000000000000000e+03	-2.365257227569048104e-02	2.529880832128722154e-02	nan	nan
1.121000000000000000e+03	-2.328164442252858568e-02	2.505677343208909461e-02	nan	nan
1.122000000000000000e+03	-2.365096339541285925e-02	2.492460271328803337e-02	nan	nan
1.123000000000000000e+03	-2.329931356810185233e-02	2.475239134623353349e-02	nan	nan
1.124000000000000000e+03	-2.350001311265770623e-02	2.463186676884008761e-02	nan	nan
1.125000000000000000e+03	-2.381716098750432178e-02	2.439414500475469219e-02	nan	nan
1.126000000000000000e+03	-2.341299934714572914e-02	2.426150132947338042e-02	nan	nan
1.127000000000000000e+03	-2.362051775951711646e-02	2.418408713453351275e-02	nan	nan
1.128000000000000000e+03	-2.361139561778031332e-02	2.402299233722168803e-02	nan	nan
1.129000000000000000e+03	-2.381046131317316947e-02	2.390462438174445134e-02	nan	nan
1.130000000000000000e+03	-2.408344847299388053e-02	2.382339427782520502e-02	nan	nan
1.131000000000000000e+03	-2.408618172085115472e-02	2.364318370431857733e-02	nan	nan
1.132000000000000000e+03	-2.418685199704425498e-02	2.358365505926310335e-02	nan	nan
1.133000000000000000e+03	-2.419345023197306405e-02	2.347593217038879479e-02	nan	nan
1.134000000000000000e+03	-2.420808528750541949e-02	2.333684197627489826e-02	nan	nan
1.135000000000000000e+03	-2.446929531686296150e-02	2.321796114412761833e-02	nan	nan
1.136000000000000000e+03	-2.448864457023210497e-02	2.318111498230189180e-02	nan	nan
1.137000000000000000e+03	-2.450905013407974134e-02	2.311185442601166456e-02	nan	nan
1.138000000000000000e+03	-2.459038898752605867e-02	2.308318050988713080e-02	nan	nan
1.139000000000000000e+03	-2.472961168000057525e-02	2.298183829330522135e-02	nan	nan
1.140000000000000000e+03	-2.434636930012040040e-02	2.294739715688397588e-02	nan	nan
1.141000000000000000e+03	-2.409579260934885392e-02	2.284391525647728668e-02	nan	nan
1.142000000000000000e+03	-2.444709913086655015e-02	2.287790871097795942e-02	nan	nan
1.143000000000000000e+03	-2.456147846708972571e-02	2.271614888093222845e-02	nan	nan
1.144000000000000000e+03	-2.424081812947669057e-02	2.273262486083948292e-02	nan	nan
1.145000000000000000e+03	-2.414300730152351554e-02	2.263165296562681672e-02	nan	nan
1.146000000000000000e+03	-2.411852327737162849e-02	2.267292354146698691e-02	nan	nan
1.147000000000000000e+03	-2.410335522155081928e-02	2.265269498579938409e-02	nan	nan
1.148000000000000000e+03	-2.416689918757033290e-02	2.252734731609561114e-02	nan	nan
1.149000000000000000e+03	-2.419601562717310986e-02	2.249309577581396283e-02	nan	nan
1.150000000000000000e+03	-2.368186047513632514e-02	2.243758672612793797e-02	nan	nan
1.151000000000000000e+03	-2.403588539666127316e-02	2.237489431093954428e-02	nan	nan
1.152000000000000000e+03	-2.394556313294677469e-02	2.226957249785415510e-02	nan	nan
1.153000000000000000e+03	-2.332680449942734976e-02	2.236896645811651402e-02	nan	nan
1.154000000000000000e+03	-2.354924758546590030e-02	2.222374514840214088e-02	nan	nan
1.155000000000000000e+03	-2.329599046626604567e-02	2.217747771804039550e-02	nan	nan
1.156000000000000000e+03	-2.339048033899008075e-02	2.222094736918373004e-02	nan	nan
1.157000000000000000e+03	-2.344620578320856172e-02	2.208269784922295420e-02	nan	nan
1.158000000000000000e+03	-2.322820037846318880e-02	2.194140446993583446e-02	nan	nan
1.159000000000000000e+03	-2.331979842574369299e-02	2.198436564876935992e-02	nan	nan
1.160000000000000000e+03	-2.352466865716634076e-02	2.190339478367436463e-02	nan	nan
1.161000000000000000e+03	-2.341376453956759904e-02	2.183176716491275204e-02	nan	nan
1.162000000000000000e+03	-2.355719553032575159e-02	2.169810060004629185e-02	nan	nan
1.163000000000000000e+03	-2.355218485739605377e-02	2.146037063209245768e-02	nan	nan
1.164000000000000000e+03	-2.320514079173794514e-02	2.152903133971458341e-02	nan	nan
1.165000000000000000e+03	-2.394297434123102836e-02	2.143112540701315807e-02	nan	nan
1.166000000000000000e+03	-2.382129758519600099e-02	2.135348611541045688e-02	nan	nan
1.167000000000000000e+03	-2.325749781475528605e-02	2.128382177404831987e-02	nan	nan
1.168000000000000000e+03	-2.374701216346625232e-02	2.122657725288410249e-02	nan	nan
1.169000000000000000e+03	-2.387394553432809624e-02	2.106788515058142727e-02	nan	nan
1.170000000000000000e+03	-2.359393647403118174e-02	2.091271859248523129e-02	nan	nan
1.171000000000000000e+03	-2.443007044407456002e-02	2.095154813208221709e-02	nan	nan
1.172000000000000000e+03	-2.447555424528105247e-02	2.078680557672069398e-02	nan	nan
1.173000000000000000e+03	-2.485566989137646607e-02	2.080003743293394255e-02	nan	nan
1.174000000000000000e+03	-2.484135321471939856e-02	2.075454839659727699e-02	nan	nan
1.175000000000000000e+03	-2.528019893904751708e-02	2.058560311187479161e-02	nan	nan
1.176000000000000000e+03	-2.540079899122908019e-02	2.053540640308815571e-02	nan	nan
1.177000000000000000e+03	-2.529913630829259269e-02	2.055506076245513722e-02	nan	nan
1.178000000000000000e+03	-2.564087529774336516e-02	2.053139190492968974e-02	nan	nan
1.179000000000000000e+03	-2.558944120321635790e-02	2.035244444147801465e-02	nan	nan
1.180000000000000000e+03	-2.552351236706733653e-02	2.041321975065624530e-02	nan	nan
1.181000000000000000e+03	-2.586024129664595689e-02	2.041831595928221554e-02	nan	nan
1.182000000000000000e+03	-2.613251049878234644e-02	2.054471289227797690e-02	nan	nan
1.183000000000000000e+03	-2.636360113871859603e-02	2.040902510377176973e-02	nan	nan
1.184000000000000000e+03	-2.658265044895550405e-02	2.039824033586560073e-02	nan	nan
1.185000000000000000e+03	-2.644184649228295547e-02	2.046456878896103782e-02	nan	nan
1.186000000000000000e+03	-2.640601665414523541e-02	2.028045250664837693e-02	nan	nan
1.187000000000000000e+03	-2.651621488765152843e-02	2.030148356682551919e-02	nan	nan
1.188000000000000000e+03	-2.682600250391705202e-02	2.006041594123932070e-02	nan	nan
1.189000000000000000e+03	-2.716115950906431917e-02	2.025581785433350560e-02	nan	nan
1.190000000000000000e+03	-2.731609772030020242e-02	2.040965954780487798e-02	nan	nan
1.191000000000000000e+03	-2.712289984031871631e-02	2.028669961047911002e-02	nan	nan
1.192000000000000000e+03	-2.754463263177254692e-02	2.041827589450298519e-02	nan	nan
1.193000000000000000e+03	-2.770344632791445910e-02	2.049975476228103888e-02	nan	nan
1.194000000000000000e+03	-2.758907186517302670e-02	2.044305207907324770e-02	nan	nan
1.195000000000000000e+03	-2.769873191594176415e-02	2.055435870799784612e-02	nan	nan
1.196000000000000000e+03	-2.787643563936994390e-02	2.067931831939412782e-02	nan	nan
1.197000000000000000e+03	-2.842173106080596659e-02	2.071535327709659452e-02	nan	nan
1.198000000000000000e+03	-2.809157947370284972e-02	2.082172893179650916e-02	nan	nan
1.199000000000000000e+03	-2.810762524377069527e-02	2.091468322724217288e-02	nan	nan
1.200000000000000000e+03	-2.823113948072327600e-02	2.096914293702804161e-02	nan	nan
1.201000000000000000e+03	-2.860174257036615653e-02	2.108126877974378366e-02	-3.214813249923451771e-02	2.233113065062434371e-02
1.202000000000000000e+03	-2.875300779864447404e-02	2.116913730970932522e-02	nan	nan
