# Mr. Estimator v0.1.4
# ------------------------------------------------------------------------
# legendlabel: mydat Fit Exponential
# ------------------------------------------------------------------------
# description: mydat
# m = 0.9939981929202228
# tau = 664.4639338505722 [ms]
# fitrange: 1 <= k <= 5000 [4ms]
# function: $|A| e^{-k/\tau}$
# 	tau [ms]   = 664.4639338505722
# 	A          = 0.9795340892436178
# 
# ------------------------------------------------------------------------
# legendlabel: mydat Fit Exp+Offset
# ------------------------------------------------------------------------
# description: mydat
# m = 0.9946738350015476
# tau = 749.0076236623656 [ms]
# fitrange: 1 <= k <= 3000 [4ms]
# function: $|A| e^{-k/\tau} + O$
# 	tau [ms]   = 749.0076236623656
# 	A          = -0.9808506442087468
# 	O          = -0.03010357084595713
# 
# ------------------------------------------------------------------------
# Data
# ------------------------------------------------------------------------
# 1_steps[1ms]	2_coefficients	3_stderrs	4_mydat_coefficients	5_mydat_stderrs
9.490000000000000000e+02	-3.055214872242574195e-02	2.703399461836720682e-02	nan	nan
9.500000000000000000e+02	-3.064760439410672138e-02	2.698141377377344038e-02	nan	nan
9.510000000000000000e+02	-3.072022315785596230e-02	2.692951641594669779e-02	nan	nan
9.520000000000000000e+02	-3.084002301736652948e-02	2.686105368684819916e-02	2.305412444132672878e-01	3.785150398497462432e-02
9.530000000000000000e+02	-3.096785029941531014e-02	2.679581996570784205e-02	nan	nan
9.540000000000000000e+02	-3.110293960518909634e-02	2.672571104380589563e-02	nan	nan
9.550000000000000000e+02	-3.120799971917172927e-02	2.665337480605803680e-02	nan	nan
9.560000000000000000e+02	-3.127576698706078379e-02	2.658891639595881151e-02	2.289359379843807218e-01	3.784469659755945042e-02
9.570000000000000000e+02	-3.136977827892761111e-02	2.651917672748047364e-02	nan	nan
9.580000000000000000e+02	-3.148473459016412623e-02	2.645479568029659306e-02	nan	nan
9.590000000000000000e+02	-3.160136255067883676e-02	2.639537983750476699e-02	nan	nan
9.600000000000000000e+02	-3.173680643439800997e-02	2.634178595109901155e-02	2.277956383704691223e-01	3.787165009344684724e-02
9.610000000000000000e+02	-3.191167727582636809e-02	2.628547695990988975e-02	nan	nan
9.620000000000000000e+02	-3.211252385927705622e-02	2.622899020184423988e-02	nan	nan
9.630000000000000000e+02	-3.230504154863396427e-02	2.616969141984798117e-02	nan	nan
9.640000000000000000e+02	-3.250443118105977858e-02	2.611113393087476434e-02	2.262313597134694709e-01	3.776563540778676148e-02
9.650000000000000000e+02	-3.271027912324857290e-02	2.606557335588931615e-02	nan	nan
9.660000000000000000e+02	-3.288966142541516896e-02	2.604073421221978282e-02	nan	nan
9.670000000000000000e+02	-3.308835720328819757e-02	2.601606268864369020e-02	nan	nan
9.680000000000000000e+02	-3.330746266383202009e-02	2.600419894406532512e-02	2.246796880418176767e-01	3.782703596903724819e-02
9.690000000000000000e+02	-3.351127980556599384e-02	2.600430882600700613e-02	nan	nan
9.700000000000000000e+02	-3.369924640778674402e-02	2.600925359117280816e-02	nan	nan
9.710000000000000000e+02	-3.387675514255049369e-02	2.602334867206166150e-02	nan	nan
9.720000000000000000e+02	-3.404714809658858365e-02	2.603172431045060534e-02	2.235460114389010988e-01	3.766603160285174334e-02
9.730000000000000000e+02	-3.420823188899912992e-02	2.606421595706651453e-02	nan	nan
9.740000000000000000e+02	-3.437133246726627178e-02	2.609797502774769892e-02	nan	nan
9.750000000000000000e+02	-3.455053373940597528e-02	2.613361833679366669e-02	nan	nan
9.760000000000000000e+02	-3.469684586608311194e-02	2.618164377711249685e-02	2.226548996690947413e-01	3.761007229641934180e-02
9.770000000000000000e+02	-3.484080014899866573e-02	2.622926076069633655e-02	nan	nan
9.780000000000000000e+02	-3.503992441741710095e-02	2.626544337408734386e-02	nan	nan
9.790000000000000000e+02	-3.525753611082867167e-02	2.631487988644676951e-02	nan	nan
9.800000000000000000e+02	-3.547685878346888699e-02	2.637723872387601198e-02	2.210807765329035335e-01	3.761403204264003597e-02
9.810000000000000000e+02	-3.569335130430005554e-02	2.643842448621557331e-02	nan	nan
9.820000000000000000e+02	-3.590398678515897835e-02	2.649970029457052179e-02	nan	nan
9.830000000000000000e+02	-3.611671252509547625e-02	2.656133279320547699e-02	nan	nan
9.840000000000000000e+02	-3.632624422693235544e-02	2.662968068047255610e-02	2.197994616926305933e-01	3.760857559097342123e-02
9.850000000000000000e+02	-3.657350935215875065e-02	2.669356547470171093e-02	nan	nan
9.860000000000000000e+02	-3.679481821655745943e-02	2.676965459086549579e-02	nan	nan
9.870000000000000000e+02	-3.702343837755224520e-02	2.686203366555745681e-02	nan	nan
9.880000000000000000e+02	-3.724583089198982289e-02	2.694989419830454494e-02	2.187344462656345967e-01	3.739891806632215238e-02
9.890000000000000000e+02	-3.749061968127759270e-02	2.705282706547689278e-02	nan	nan
9.900000000000000000e+02	-3.774846050012887338e-02	2.716884155723474359e-02	nan	nan
9.910000000000000000e+02	-3.797522200389628205e-02	2.728948912163394608e-02	nan	nan
9.920000000000000000e+02	-3.818917091503744310e-02	2.740476349480371054e-02	2.176291511628083430e-01	3.745574116179768015e-02
9.930000000000000000e+02	-3.840828070117735527e-02	2.752031730727927047e-02	nan	nan
9.940000000000000000e+02	-3.863617249536704934e-02	2.764032096414462125e-02	nan	nan
9.950000000000000000e+02	-3.885461690017168873e-02	2.777004248726991364e-02	nan	nan
9.960000000000000000e+02	-3.907863758045530128e-02	2.789648326088225994e-02	2.161274707087890712e-01	3.720453479285520948e-02
9.970000000000000000e+02	-3.928377626341057055e-02	2.801846608400219638e-02	nan	nan
9.980000000000000000e+02	-3.946908267006328519e-02	2.814266339734320874e-02	nan	nan
9.990000000000000000e+02	-3.962605298865669312e-02	2.826687526289642718e-02	nan	nan
1.000000000000000000e+03	-3.977176365281461651e-02	2.838468793565972204e-02	2.153251225018567305e-01	3.704801794424913280e-02
1.004000000000000000e+03	nan	nan	2.140428616874898715e-01	3.708423278836293913e-02
1.008000000000000000e+03	nan	nan	2.129666794566661969e-01	3.685217555525918676e-02
1.012000000000000000e+03	nan	nan	2.117013359673848016e-01	3.686333569879116090e-02
1.016000000000000000e+03	nan	nan	2.111584706249559351e-01	3.664067078097704711e-02
1.020000000000000000e+03	nan	nan	2.095199067417279348e-01	3.650813571798092183e-02
1.024000000000000000e+03	nan	nan	2.085373850874090995e-01	3.653917620849567865e-02
1.028000000000000000e+03	nan	nan	2.066655943678037399e-01	3.645894526466424840e-02
1.032000000000000000e+03	nan	nan	2.056274718029311721e-01	3.638780452311355523e-02
1.036000000000000000e+03	nan	nan	2.044989857549407986e-01	3.620659861156402815e-02
1.040000000000000000e+03	nan	nan	2.028903252028197435e-01	3.618690118800205191e-02
1.044000000000000000e+03	nan	nan	2.025013540069270090e-01	3.600296782194994938e-02
1.048000000000000000e+03	nan	nan	2.007399838414966331e-01	3.592135079176207030e-02
1.052000000000000000e+03	nan	nan	1.997933741848069433e-01	3.579491664972853787e-02
1.056000000000000000e+03	nan	nan	1.986355972663268743e-01	3.575403303701699120e-02
1.060000000000000000e+03	nan	nan	1.972374041332241867e-01	3.554744886147659377e-02
1.064000000000000000e+03	nan	nan	1.964280585244097543e-01	3.545900827126820254e-02
1.068000000000000000e+03	nan	nan	1.947361052168031514e-01	3.537560565922665684e-02
1.072000000000000000e+03	nan	nan	1.937903679266282653e-01	3.524462703046915557e-02
1.076000000000000000e+03	nan	nan	1.928137383014201789e-01	3.509525561290896545e-02
1.080000000000000000e+03	nan	nan	1.915565684618550646e-01	3.492093863957688310e-02
1.084000000000000000e+03	nan	nan	1.902585384994612272e-01	3.486217816502715228e-02
1.088000000000000000e+03	nan	nan	1.890693072804120745e-01	3.472232405692429746e-02
1.092000000000000000e+03	nan	nan	1.878564221999504402e-01	3.456988239587074907e-02
1.096000000000000000e+03	nan	nan	1.869132703627413572e-01	3.438613503454741871e-02
1.100000000000000000e+03	nan	nan	1.851868874578536661e-01	3.434234436346376984e-02
1.104000000000000000e+03	nan	nan	1.843802803281092140e-01	3.427560494297262478e-02
1.108000000000000000e+03	nan	nan	1.828900530640375499e-01	3.411696113158328714e-02
1.112000000000000000e+03	nan	nan	1.823918293359593212e-01	3.396949095808615010e-02
1.116000000000000000e+03	nan	nan	1.808185066872858848e-01	3.390765048882839194e-02
1.120000000000000000e+03	nan	nan	1.792805887049154223e-01	3.384151169437966955e-02
1.124000000000000000e+03	nan	nan	1.781852222483093218e-01	3.377598849035687301e-02
1.128000000000000000e+03	nan	nan	1.769696662676028820e-01	3.361364140005398959e-02
1.132000000000000000e+03	nan	nan	1.762161108723495628e-01	3.337031400001578413e-02
1.136000000000000000e+03	nan	nan	1.748386277927882204e-01	3.341162156159204616e-02
1.140000000000000000e+03	nan	nan	1.732647937511509473e-01	3.328085699619267451e-02
1.144000000000000000e+03	nan	nan	1.718874040800732195e-01	3.315760922218470574e-02
1.148000000000000000e+03	nan	nan	1.709055288250364568e-01	3.305721189345661032e-02
1.152000000000000000e+03	nan	nan	1.696671779735228758e-01	3.306954437866772845e-02
1.156000000000000000e+03	nan	nan	1.682507423994533124e-01	3.286675217831478563e-02
1.160000000000000000e+03	nan	nan	1.673788618336026768e-01	3.270521077589392395e-02
1.164000000000000000e+03	nan	nan	1.657771160111279340e-01	3.267876819732977445e-02
1.168000000000000000e+03	nan	nan	1.649106284907318754e-01	3.248093289649773424e-02
1.172000000000000000e+03	nan	nan	1.634923546180596654e-01	3.237277464883709516e-02
1.176000000000000000e+03	nan	nan	1.625660724469241702e-01	3.221470564841645567e-02
1.180000000000000000e+03	nan	nan	1.614337020395978095e-01	3.200639057486578953e-02
1.184000000000000000e+03	nan	nan	1.604647918832318998e-01	3.201829449442921555e-02
1.188000000000000000e+03	nan	nan	1.591040796973899885e-01	3.187671150506964091e-02
1.192000000000000000e+03	nan	nan	1.584208686345354722e-01	3.168834576707021955e-02
1.196000000000000000e+03	nan	nan	1.566410088288276437e-01	3.161936186681996858e-02
1.200000000000000000e+03	nan	nan	1.557501937488722787e-01	3.158189695698289390e-02
1.204000000000000000e+03	nan	nan	1.549617424551740230e-01	3.133579511524832439e-02
1.208000000000000000e+03	nan	nan	1.541443941818435026e-01	3.120996799276225253e-02
1.212000000000000000e+03	nan	nan	1.531837305758256274e-01	3.123412966489117967e-02
1.216000000000000000e+03	nan	nan	1.520396034209325342e-01	3.103144973089301886e-02
1.220000000000000000e+03	nan	nan	1.508054814010757749e-01	3.090733301521862708e-02
1.224000000000000000e+03	nan	nan	1.502988914108830953e-01	3.073879496129827693e-02
1.228000000000000000e+03	nan	nan	1.487191990900690874e-01	3.060646932888708149e-02
1.232000000000000000e+03	nan	nan	1.482156409427528299e-01	3.043693684638143146e-02
1.236000000000000000e+03	nan	nan	1.469378791635669868e-01	3.021952486461143214e-02
1.240000000000000000e+03	nan	nan	1.458196727650786229e-01	3.015762540296629615e-02
1.244000000000000000e+03	nan	nan	1.449223837596701481e-01	2.983598637694982042e-02
1.248000000000000000e+03	nan	nan	1.433895720544767771e-01	2.993264167245841476e-02
1.252000000000000000e+03	nan	nan	1.421471572694758267e-01	2.970191255028804475e-02
1.256000000000000000e+03	nan	nan	1.414835049916470244e-01	2.946940707642227084e-02
1.260000000000000000e+03	nan	nan	1.406024927064405960e-01	2.938779158994235877e-02
1.264000000000000000e+03	nan	nan	1.395026852002778928e-01	2.923922657904090561e-02
1.268000000000000000e+03	nan	nan	1.382823545310604141e-01	2.910502319476958311e-02
1.272000000000000000e+03	nan	nan	1.376521557001458562e-01	2.894562349454095351e-02
1.276000000000000000e+03	nan	nan	1.368016138382193159e-01	2.882610236675508392e-02
1.280000000000000000e+03	nan	nan	1.357173143283553485e-01	2.872170861172719525e-02
1.284000000000000000e+03	nan	nan	1.343164732035256048e-01	2.851986568080979237e-02
1.288000000000000000e+03	nan	nan	1.334200673855087393e-01	2.850481294335217505e-02
1.292000000000000000e+03	nan	nan	1.328930884806424628e-01	2.820753061219272162e-02
1.296000000000000000e+03	nan	nan	1.323292501085818473e-01	2.807383139903055908e-02
1.300000000000000000e+03	nan	nan	1.311659925530766768e-01	2.793893896900229157e-02
1.304000000000000000e+03	nan	nan	1.305498515725320163e-01	2.781034121704175147e-02
1.308000000000000000e+03	nan	nan	1.299077628020292585e-01	2.760045609681930842e-02
1.312000000000000000e+03	nan	nan	1.287421807658316042e-01	2.748853399020407401e-02
1.316000000000000000e+03	nan	nan	1.280452330996152688e-01	2.731530006238236385e-02
1.320000000000000000e+03	nan	nan	1.268627670423895515e-01	2.712120742211114252e-02
1.324000000000000000e+03	nan	nan	1.255822093116746307e-01	2.706422984772691859e-02
1.328000000000000000e+03	nan	nan	1.251585199733073472e-01	2.695906472691331907e-02
1.332000000000000000e+03	nan	nan	1.238162457990768794e-01	2.691419204076088770e-02
1.336000000000000000e+03	nan	nan	1.230101826520109548e-01	2.666709734452234887e-02
1.340000000000000000e+03	nan	nan	1.221057298658063256e-01	2.654941980130702192e-02
1.344000000000000000e+03	nan	nan	1.207663054094742644e-01	2.650806745362925543e-02
1.348000000000000000e+03	nan	nan	1.199157976880712156e-01	2.640558168919040702e-02
1.352000000000000000e+03	nan	nan	1.188495246539806593e-01	2.626025665520494504e-02
1.356000000000000000e+03	nan	nan	1.179596956586205919e-01	2.602397061823510938e-02
1.360000000000000000e+03	nan	nan	1.172282759197233737e-01	2.591607259427992568e-02
1.364000000000000000e+03	nan	nan	1.162242951169513427e-01	2.584303244335466390e-02
1.368000000000000000e+03	nan	nan	1.153589411823266325e-01	2.557330225376778718e-02
1.372000000000000000e+03	nan	nan	1.148014393671062533e-01	2.550983088721247433e-02
1.376000000000000000e+03	nan	nan	1.138136997126588668e-01	2.527470863309176294e-02
1.380000000000000000e+03	nan	nan	1.135357666900793649e-01	2.505582284423765044e-02
1.384000000000000000e+03	nan	nan	1.122461891450596827e-01	2.492249073633608786e-02
1.388000000000000000e+03	nan	nan	1.117112518421556622e-01	2.475189498875784294e-02
1.392000000000000000e+03	nan	nan	1.111125648049125780e-01	2.463148835392569777e-02
1.396000000000000000e+03	nan	nan	1.109126241763217502e-01	2.435315375593091400e-02
1.400000000000000000e+03	nan	nan	1.099642643743363318e-01	2.414399269208352544e-02
1.404000000000000000e+03	nan	nan	1.097021096653155448e-01	2.394804183788592361e-02
1.408000000000000000e+03	nan	nan	1.087082639817886498e-01	2.378871553381842197e-02
1.412000000000000000e+03	nan	nan	1.080528404684766991e-01	2.365937484356289353e-02
1.416000000000000000e+03	nan	nan	1.071300144870453164e-01	2.351023450051894018e-02
1.420000000000000000e+03	nan	nan	1.064292144223718539e-01	2.334370621047149666e-02
1.424000000000000000e+03	nan	nan	1.056544195767625816e-01	2.329057088171186674e-02
1.428000000000000000e+03	nan	nan	1.052140218764641422e-01	2.308014167055420438e-02
1.432000000000000000e+03	nan	nan	1.046557890619473213e-01	2.296168074550777177e-02
1.436000000000000000e+03	nan	nan	1.034260552172963366e-01	2.276615376897577273e-02
1.440000000000000000e+03	nan	nan	1.028106464011362409e-01	2.267700507323951870e-02
1.444000000000000000e+03	nan	nan	1.023650402530440484e-01	2.245528171322842825e-02
1.448000000000000000e+03	nan	nan	1.018915554518775995e-01	2.212547462928451600e-02
1.452000000000000000e+03	nan	nan	1.009018355784674081e-01	2.222863270325687104e-02
1.456000000000000000e+03	nan	nan	1.008523472425911366e-01	2.196086504334933062e-02
1.460000000000000000e+03	nan	nan	1.003767377282711870e-01	2.179964831777000608e-02
1.464000000000000000e+03	nan	nan	9.962493871241492882e-02	2.180878791798901428e-02
1.468000000000000000e+03	nan	nan	9.881096341851891562e-02	2.158032789361535170e-02
1.472000000000000000e+03	nan	nan	9.862069533106099239e-02	2.151107610630754313e-02
1.476000000000000000e+03	nan	nan	9.780396100909947987e-02	2.140873751491592300e-02
1.480000000000000000e+03	nan	nan	9.761814969244562989e-02	2.118869205891182883e-02
1.484000000000000000e+03	nan	nan	9.759207488328214275e-02	2.096819864577678313e-02
1.488000000000000000e+03	nan	nan	9.718474761559414699e-02	2.089213298097752219e-02
1.492000000000000000e+03	nan	nan	9.630592761175948979e-02	2.075597205187671226e-02
1.496000000000000000e+03	nan	nan	9.611191934698044836e-02	2.059362622171765494e-02
1.500000000000000000e+03	nan	nan	9.613200059309043310e-02	2.036012552426863173e-02
1.504000000000000000e+03	nan	nan	9.546128995297439856e-02	2.023500495763406667e-02
1.508000000000000000e+03	nan	nan	9.520208454343716264e-02	1.998561181729063829e-02
1.512000000000000000e+03	nan	nan	9.456514939888892302e-02	1.986121105675033027e-02
1.516000000000000000e+03	nan	nan	9.458393774147080824e-02	1.966657523127120916e-02
1.520000000000000000e+03	nan	nan	9.378175192936610838e-02	1.946716220798195771e-02
1.524000000000000000e+03	nan	nan	9.348458404072464145e-02	1.933112309618387897e-02
1.528000000000000000e+03	nan	nan	9.321019527006067784e-02	1.922130603405573096e-02
1.532000000000000000e+03	nan	nan	9.318659294173474439e-02	1.895847853959183385e-02
1.536000000000000000e+03	nan	nan	9.252798875295097092e-02	1.891642118184420560e-02
1.540000000000000000e+03	nan	nan	9.255561878702982248e-02	1.856545177723232035e-02
1.544000000000000000e+03	nan	nan	9.213147188137349453e-02	1.856258328378946817e-02
1.548000000000000000e+03	nan	nan	9.185008479057525654e-02	1.816734742434753316e-02
1.552000000000000000e+03	nan	nan	9.171806015355624120e-02	1.818069172939202130e-02
1.556000000000000000e+03	nan	nan	9.172251794210342646e-02	1.790990107247431365e-02
1.560000000000000000e+03	nan	nan	9.142185531324828474e-02	1.782343522284918907e-02
1.564000000000000000e+03	nan	nan	9.085032889949749835e-02	1.763069299139979548e-02
1.568000000000000000e+03	nan	nan	9.079759580650197115e-02	1.756559747832817792e-02
1.572000000000000000e+03	nan	nan	9.072918648062507085e-02	1.735203461066949296e-02
1.576000000000000000e+03	nan	nan	9.015085832358808726e-02	1.728556014035845939e-02
1.580000000000000000e+03	nan	nan	8.987461652969165604e-02	1.717794622994562800e-02
1.584000000000000000e+03	nan	nan	8.954195521859217854e-02	1.701767969701424230e-02
1.588000000000000000e+03	nan	nan	8.935063219040292881e-02	1.696492414783673866e-02
1.592000000000000000e+03	nan	nan	8.907684276470556606e-02	1.674778967947290753e-02
1.596000000000000000e+03	nan	nan	8.909865565742157434e-02	1.661587838975074269e-02
1.600000000000000000e+03	nan	nan	8.834212361599688701e-02	1.665451639705823467e-02
1.604000000000000000e+03	nan	nan	8.832288135921213812e-02	1.630992383166022380e-02
1.608000000000000000e+03	nan	nan	8.824145103412592284e-02	1.622048847975432126e-02
1.612000000000000000e+03	nan	nan	8.805139928217145528e-02	1.604815106054423290e-02
1.616000000000000000e+03	nan	nan	8.798398979488880611e-02	1.579685172119534020e-02
1.620000000000000000e+03	nan	nan	8.764218779231618128e-02	1.567055857222719728e-02
1.624000000000000000e+03	nan	nan	8.760046826471282189e-02	1.538017321874591073e-02
1.628000000000000000e+03	nan	nan	8.679541473259648476e-02	1.532145126779842215e-02
1.632000000000000000e+03	nan	nan	8.675920155833624636e-02	1.518730009876741345e-02
1.636000000000000000e+03	nan	nan	8.648275801604246582e-02	1.475466120743950879e-02
1.640000000000000000e+03	nan	nan	8.622420129695311519e-02	1.473946250865744954e-02
1.644000000000000000e+03	nan	nan	8.620352548366663759e-02	1.447432765941909089e-02
1.648000000000000000e+03	nan	nan	8.550930604343469355e-02	1.436805402370686796e-02
1.652000000000000000e+03	nan	nan	8.537273969742738278e-02	1.405577287511475607e-02
1.656000000000000000e+03	nan	nan	8.486642958056465902e-02	1.381460583304734355e-02
1.660000000000000000e+03	nan	nan	8.494110233772887708e-02	1.369006593541795096e-02
1.664000000000000000e+03	nan	nan	8.439272037781729574e-02	1.348509864796327076e-02
1.668000000000000000e+03	nan	nan	8.447222088124964334e-02	1.339214528838177619e-02
1.672000000000000000e+03	nan	nan	8.413339943828111733e-02	1.313851688627578999e-02
1.676000000000000000e+03	nan	nan	8.417912891019867228e-02	1.291926333356378104e-02
1.680000000000000000e+03	nan	nan	8.357277671681660747e-02	1.275439916740567399e-02
1.684000000000000000e+03	nan	nan	8.359024426253500173e-02	1.258416440618278891e-02
1.688000000000000000e+03	nan	nan	8.322942123073798215e-02	1.241369462319493605e-02
1.692000000000000000e+03	nan	nan	8.289922419926037955e-02	1.223191070844675994e-02
1.696000000000000000e+03	nan	nan	8.270287495506659092e-02	1.202749442955977979e-02
1.700000000000000000e+03	nan	nan	8.234232625257550953e-02	1.196136454255797461e-02
1.704000000000000000e+03	nan	nan	8.258204896667580008e-02	1.181962558331641454e-02
1.708000000000000000e+03	nan	nan	8.214403897546028455e-02	1.162363087120628705e-02
1.712000000000000000e+03	nan	nan	8.158188875993002687e-02	1.155079227818789356e-02
1.716000000000000000e+03	nan	nan	8.127910198044019374e-02	1.139163303304302835e-02
1.720000000000000000e+03	nan	nan	8.117233440359064578e-02	1.121547726805912325e-02
1.724000000000000000e+03	nan	nan	8.069585292446211644e-02	1.103882709468817502e-02
1.728000000000000000e+03	nan	nan	8.063332179938394184e-02	1.102425141001543707e-02
1.732000000000000000e+03	nan	nan	8.008259060581798816e-02	1.078403617622575479e-02
1.736000000000000000e+03	nan	nan	7.991465382784367077e-02	1.074335739743578939e-02
1.740000000000000000e+03	nan	nan	7.993505253329484528e-02	1.058576624540177695e-02
1.744000000000000000e+03	nan	nan	7.961285978073169567e-02	1.053506720390506683e-02
1.748000000000000000e+03	nan	nan	7.918178469845464640e-02	1.040758966824002416e-02
1.752000000000000000e+03	nan	nan	7.927179419190134857e-02	1.025047439763570635e-02
1.756000000000000000e+03	nan	nan	7.912322660957912812e-02	1.024248578540625475e-02
1.760000000000000000e+03	nan	nan	7.891595850919130850e-02	1.003484841716967106e-02
1.764000000000000000e+03	nan	nan	7.858861325590674185e-02	9.994817322577688110e-03
1.768000000000000000e+03	nan	nan	7.855084188123481748e-02	9.846557336865508284e-03
1.772000000000000000e+03	nan	nan	7.861675883060099956e-02	9.772020903091966845e-03
1.776000000000000000e+03	nan	nan	7.844990395711955167e-02	9.740809044988059731e-03
1.780000000000000000e+03	nan	nan	7.828471700844541470e-02	9.441391761052823559e-03
1.784000000000000000e+03	nan	nan	7.815041451527313110e-02	9.340593577899456920e-03
1.788000000000000000e+03	nan	nan	7.796643182752202583e-02	9.347107198523689139e-03
1.792000000000000000e+03	nan	nan	7.781126312328193184e-02	9.147115195176679439e-03
1.796000000000000000e+03	nan	nan	7.800773054168448628e-02	9.003402331817051893e-03
1.800000000000000000e+03	nan	nan	7.756747943428995984e-02	8.976485900303168147e-03
1.804000000000000000e+03	nan	nan	7.714894016145570910e-02	8.875315377387546500e-03
1.808000000000000000e+03	nan	nan	7.713167513252418284e-02	8.734303224272361652e-03
1.812000000000000000e+03	nan	nan	7.686142615957168578e-02	8.684504088045398237e-03
1.816000000000000000e+03	nan	nan	7.697740074903883234e-02	8.589541028079480597e-03
1.820000000000000000e+03	nan	nan	7.650288839866897783e-02	8.628828138193003761e-03
1.824000000000000000e+03	nan	nan	7.611089968457425414e-02	8.522769151387620673e-03
1.828000000000000000e+03	nan	nan	7.581056233199605365e-02	8.361446344427547056e-03
1.832000000000000000e+03	nan	nan	7.537944704217384995e-02	8.316509241088745896e-03
1.836000000000000000e+03	nan	nan	7.526847788315751964e-02	8.207918398635166354e-03
1.840000000000000000e+03	nan	nan	7.516353867910388620e-02	8.293832340560762864e-03
1.844000000000000000e+03	nan	nan	7.427841523134733059e-02	8.240635009920499812e-03
1.848000000000000000e+03	nan	nan	7.376460240956798919e-02	8.197308739979656048e-03
1.852000000000000000e+03	nan	nan	7.360516168298515682e-02	8.179619491214399837e-03
1.856000000000000000e+03	nan	nan	7.328142398965872828e-02	8.089842777537332996e-03
1.860000000000000000e+03	nan	nan	7.289579459054609800e-02	8.076611553959781725e-03
1.864000000000000000e+03	nan	nan	7.262478631927056505e-02	7.890666632491322510e-03
1.868000000000000000e+03	nan	nan	7.227452446301205202e-02	8.104516180843551049e-03
1.872000000000000000e+03	nan	nan	7.239168438522056159e-02	7.873234808740203067e-03
1.876000000000000000e+03	nan	nan	7.235621834755448512e-02	7.946262687099546473e-03
1.880000000000000000e+03	nan	nan	7.168049779096730134e-02	8.130942037206056322e-03
1.884000000000000000e+03	nan	nan	7.156621231907706049e-02	8.076913459849321617e-03
1.888000000000000000e+03	nan	nan	7.141905536103237973e-02	8.302184658909268072e-03
1.892000000000000000e+03	nan	nan	7.146211058074639078e-02	8.143788207689506981e-03
1.896000000000000000e+03	nan	nan	7.080615539163342964e-02	8.209382019686345747e-03
1.900000000000000000e+03	nan	nan	7.086398174704607034e-02	8.445417559471868341e-03
1.904000000000000000e+03	nan	nan	7.048673440560712655e-02	8.394469726169072679e-03
1.908000000000000000e+03	nan	nan	7.035866209067949406e-02	8.474326417225034810e-03
1.912000000000000000e+03	nan	nan	7.046466425956780799e-02	8.563136685717065433e-03
1.916000000000000000e+03	nan	nan	7.022374611138063050e-02	8.609681029810077255e-03
1.920000000000000000e+03	nan	nan	6.984292571212699641e-02	8.562138383141357570e-03
1.924000000000000000e+03	nan	nan	6.954336062011071129e-02	8.641102259977776617e-03
1.928000000000000000e+03	nan	nan	6.941837927492851279e-02	8.691764491442995066e-03
1.932000000000000000e+03	nan	nan	6.892989639901341004e-02	8.664672853535729941e-03
1.936000000000000000e+03	nan	nan	6.887638138785986963e-02	8.851232514787575958e-03
1.940000000000000000e+03	nan	nan	6.848621059206229378e-02	8.845235724264632546e-03
1.944000000000000000e+03	nan	nan	6.820014241585750647e-02	9.071751409503179056e-03
1.948000000000000000e+03	nan	nan	6.828689011155231192e-02	8.965445568549295155e-03
1.952000000000000000e+03	nan	nan	6.811081112091271761e-02	9.120871863031378146e-03
1.956000000000000000e+03	nan	nan	6.755729463252986566e-02	9.184866693637227381e-03
1.960000000000000000e+03	nan	nan	6.764358901254027834e-02	9.194840436406408538e-03
1.964000000000000000e+03	nan	nan	6.706924308800696344e-02	9.446247850298131882e-03
1.968000000000000000e+03	nan	nan	6.734899705315547380e-02	9.480671418616280072e-03
1.972000000000000000e+03	nan	nan	6.673930942631800534e-02	9.636131279325136842e-03
1.976000000000000000e+03	nan	nan	6.702815190273900270e-02	9.740615630635437311e-03
1.980000000000000000e+03	nan	nan	6.654646041767266207e-02	9.942866132911476820e-03
1.984000000000000000e+03	nan	nan	6.666502175091588989e-02	1.007578760463669239e-02
1.988000000000000000e+03	nan	nan	6.613087296494499223e-02	1.001507801228354415e-02
1.992000000000000000e+03	nan	nan	6.597150545349275697e-02	1.032399079973152049e-02
1.996000000000000000e+03	nan	nan	6.601523311800835958e-02	1.041291147066489807e-02
2.000000000000000000e+03	nan	nan	6.545178081310905338e-02	1.066559275615380428e-02
2.004000000000000000e+03	nan	nan	6.555181725352705879e-02	1.068785299295662260e-02
2.008000000000000000e+03	nan	nan	6.510227899835943632e-02	1.082249398091696992e-02
2.012000000000000000e+03	nan	nan	6.484992573663320159e-02	1.088355280605949986e-02
2.016000000000000000e+03	nan	nan	6.420141212099883532e-02	1.126090815335824107e-02
2.020000000000000000e+03	nan	nan	6.399214149196545687e-02	1.130921812555190330e-02
2.024000000000000000e+03	nan	nan	6.380852095650621503e-02	1.126406129196577677e-02
2.028000000000000000e+03	nan	nan	6.346057093016668760e-02	1.156275743291354172e-02
2.032000000000000000e+03	nan	nan	6.346206348001871833e-02	1.160226405127287932e-02
2.036000000000000000e+03	nan	nan	6.307058749741206727e-02	1.167197641273355450e-02
2.040000000000000000e+03	nan	nan	6.270379896935722452e-02	1.176492033987873095e-02
2.044000000000000000e+03	nan	nan	6.250991898371713318e-02	1.196535095656475582e-02
2.048000000000000000e+03	nan	nan	6.236579786371278938e-02	1.201797873135131839e-02
2.052000000000000000e+03	nan	nan	6.170991412065729431e-02	1.206837869302477759e-02
