# Mr. Estimator v0.1.4
# ------------------------------------------------------------------------
# legendlabel: mydat Fit Exponential
# ------------------------------------------------------------------------
# description: mydat
# m = 0.9939981929202228
# tau = 664.4639338505722 [ms]
# fitrange: 1 <= k <= 5000 [4ms]
# function: $|A| e^{-k/\tau}$
# 	tau [ms]   = 664.4639338505722
# 	A          = 0.9795340892436178
# 
# ------------------------------------------------------------------------
# legendlabel: mydat Fit Exp+Offset
# ------------------------------------------------------------------------
# description: mydat
# m = 0.9946738350015476
# tau = 749.0076236623656 [ms]
# fitrange: 1 <= k <= 3000 [4ms]
# function: $|A| e^{-k/\tau} + O$
# 	tau [ms]   = 749.0076236623656
# 	A          = -0.9808506442087468
# 	O          = -0.03010357084595713
# 
# ------------------------------------------------------------------------
# Data
# ------------------------------------------------------------------------
# 1_steps[1ms]	2_coefficients	3_stderrs	4_mydat_coefficients	5_mydat_stderrs
8.344000000000000000e+03	nan	nan	-1.476597850730316727e-02	1.954233460991616073e-02
8.348000000000000000e+03	nan	nan	-1.478071146486151233e-02	1.952978232688437968e-02
8.352000000000000000e+03	nan	nan	-1.419296500511979531e-02	1.966047360530141092e-02
8.356000000000000000e+03	nan	nan	-1.471774341520854998e-02	1.993156550600508337e-02
8.360000000000000000e+03	nan	nan	-1.457470349202185690e-02	1.997121853741842812e-02
8.364000000000000000e+03	nan	nan	-1.481224480817297864e-02	2.013345306857956471e-02
8.368000000000000000e+03	nan	nan	-1.483059216311098313e-02	2.020977268938519908e-02
8.372000000000000000e+03	nan	nan	-1.477890988246411894e-02	2.021196379008690508e-02
8.376000000000000000e+03	nan	nan	-1.459103685984686725e-02	2.030000644045111893e-02
8.380000000000000000e+03	nan	nan	-1.469641546150192782e-02	2.042216945324496630e-02
8.384000000000000000e+03	nan	nan	-1.468177826815146927e-02	2.048595066396787304e-02
8.388000000000000000e+03	nan	nan	-1.458134066419161309e-02	2.051661500898425972e-02
8.392000000000000000e+03	nan	nan	-1.477383235271061482e-02	2.058947619764270667e-02
8.396000000000000000e+03	nan	nan	-1.466173855199229790e-02	2.048488115078506838e-02
8.400000000000000000e+03	nan	nan	-1.462984693176294128e-02	2.077690258926615657e-02
8.404000000000000000e+03	nan	nan	-1.446136279525370508e-02	2.081155128807639018e-02
8.408000000000000000e+03	nan	nan	-1.469316893280429512e-02	2.098445699570740397e-02
8.412000000000000000e+03	nan	nan	-1.405519741726251638e-02	2.103807922009199444e-02
8.416000000000000000e+03	nan	nan	-1.434349880713796030e-02	2.104171613108839906e-02
8.420000000000000000e+03	nan	nan	-1.385008587430840155e-02	2.115765702072856455e-02
8.424000000000000000e+03	nan	nan	-1.413084832254677368e-02	2.118169761698788719e-02
8.428000000000000000e+03	nan	nan	-1.399399220081703511e-02	2.127463960275420563e-02
8.432000000000000000e+03	nan	nan	-1.389166732270217565e-02	2.147524183913706100e-02
8.436000000000000000e+03	nan	nan	-1.384777857960810786e-02	2.142093855983301723e-02
8.440000000000000000e+03	nan	nan	-1.388145013561153940e-02	2.152012309614841426e-02
8.444000000000000000e+03	nan	nan	-1.420091997962921217e-02	2.174428776328094295e-02
8.448000000000000000e+03	nan	nan	-1.411605547324074408e-02	2.186563098688139653e-02
8.452000000000000000e+03	nan	nan	-1.350530105417742724e-02	2.211829804857018064e-02
8.456000000000000000e+03	nan	nan	-1.331013103765047931e-02	2.213004595017891568e-02
8.460000000000000000e+03	nan	nan	-1.298838522752141476e-02	2.226183380378226814e-02
8.464000000000000000e+03	nan	nan	-1.316636874814539580e-02	2.240610284255914117e-02
8.468000000000000000e+03	nan	nan	-1.317847054330558224e-02	2.239724992629412229e-02
8.472000000000000000e+03	nan	nan	-1.269406711983497339e-02	2.251027470194129354e-02
8.476000000000000000e+03	nan	nan	-1.228085413717277218e-02	2.242090910391697153e-02
8.480000000000000000e+03	nan	nan	-1.256567621317211149e-02	2.265191916839492947e-02
8.484000000000000000e+03	nan	nan	-1.206739456411667390e-02	2.277107134151861237e-02
8.488000000000000000e+03	nan	nan	-1.247053867909178951e-02	2.279521249691776608e-02
8.492000000000000000e+03	nan	nan	-1.238983971032377000e-02	2.294797107150852236e-02
8.496000000000000000e+03	nan	nan	-1.190452117353322722e-02	2.309974201513151359e-02
8.500000000000000000e+03	nan	nan	-1.169304345650351226e-02	2.317947029729465480e-02
8.504000000000000000e+03	nan	nan	-1.159282918323423922e-02	2.330253397196873494e-02
8.508000000000000000e+03	nan	nan	-1.091775431536165866e-02	2.324567483398238751e-02
8.512000000000000000e+03	nan	nan	-1.121078381588802055e-02	2.313533919564196226e-02
8.516000000000000000e+03	nan	nan	-1.054249656940092414e-02	2.329878093599571653e-02
8.520000000000000000e+03	nan	nan	-1.078877776842013594e-02	2.331652329668417595e-02
8.524000000000000000e+03	nan	nan	-1.075212240816549730e-02	2.345015867038503440e-02
8.528000000000000000e+03	nan	nan	-1.045436713717352341e-02	2.360240136427756846e-02
8.532000000000000000e+03	nan	nan	-1.096047813879430337e-02	2.354192268309638486e-02
8.536000000000000000e+03	nan	nan	-1.052944584162936008e-02	2.381336718413852235e-02
8.540000000000000000e+03	nan	nan	-1.054075681971421499e-02	2.387975791065609713e-02
8.544000000000000000e+03	nan	nan	-1.076707442179306203e-02	2.399470951538482111e-02
8.548000000000000000e+03	nan	nan	-1.037991614689083054e-02	2.412545609422913143e-02
8.552000000000000000e+03	nan	nan	-1.029164036909447667e-02	2.416865135056300851e-02
8.556000000000000000e+03	nan	nan	-1.037259483640198300e-02	2.425804904862229050e-02
8.560000000000000000e+03	nan	nan	-9.815661781819385104e-03	2.435182303088957376e-02
8.564000000000000000e+03	nan	nan	-1.035900250168212897e-02	2.444729541234585274e-02
8.568000000000000000e+03	nan	nan	-1.062686640936491914e-02	2.456544430992097308e-02
8.572000000000000000e+03	nan	nan	-1.058349836245081263e-02	2.457497724594203542e-02
8.576000000000000000e+03	nan	nan	-9.985504086399393797e-03	2.477736364752908607e-02
8.580000000000000000e+03	nan	nan	-1.056772443351916210e-02	2.476802465064354905e-02
8.584000000000000000e+03	nan	nan	-1.052129786557981159e-02	2.502519075377205443e-02
8.588000000000000000e+03	nan	nan	-1.048613904138878672e-02	2.513091857082909789e-02
8.592000000000000000e+03	nan	nan	-1.110798410070718348e-02	2.516564640545932569e-02
8.596000000000000000e+03	nan	nan	-1.123501749927198132e-02	2.531093972630724456e-02
8.600000000000000000e+03	nan	nan	-1.124023060318377412e-02	2.540712400024599735e-02
8.604000000000000000e+03	nan	nan	-1.132641103273934226e-02	2.554240453224816687e-02
8.608000000000000000e+03	nan	nan	-1.159589206955720722e-02	2.579028088836358978e-02
8.612000000000000000e+03	nan	nan	-1.184649211512230939e-02	2.595054460338522620e-02
8.616000000000000000e+03	nan	nan	-1.168662991514233043e-02	2.611601044288491130e-02
8.620000000000000000e+03	nan	nan	-1.171764809400939987e-02	2.633148934366821153e-02
8.624000000000000000e+03	nan	nan	-1.219208864858516150e-02	2.641023461322840327e-02
8.628000000000000000e+03	nan	nan	-1.239326158942189414e-02	2.666536272542351094e-02
8.632000000000000000e+03	nan	nan	-1.240280736468150381e-02	2.687977824661037102e-02
8.636000000000000000e+03	nan	nan	-1.327764888382470219e-02	2.692512472885811442e-02
8.640000000000000000e+03	nan	nan	-1.349819892446845263e-02	2.711725499767164010e-02
8.644000000000000000e+03	nan	nan	-1.353608931891453135e-02	2.725488068128712957e-02
8.648000000000000000e+03	nan	nan	-1.381517912306197415e-02	2.743942223111959719e-02
8.652000000000000000e+03	nan	nan	-1.447460490774722316e-02	2.744518768489645488e-02
8.656000000000000000e+03	nan	nan	-1.425580153575904327e-02	2.756800095489337493e-02
8.660000000000000000e+03	nan	nan	-1.488529195179160748e-02	2.769847316597811096e-02
8.664000000000000000e+03	nan	nan	-1.554262540556240746e-02	2.790260807730442910e-02
8.668000000000000000e+03	nan	nan	-1.558075668338151573e-02	2.811959045188340556e-02
8.672000000000000000e+03	nan	nan	-1.579334622259489021e-02	2.800008549020530785e-02
8.676000000000000000e+03	nan	nan	-1.623668267018526720e-02	2.809348770149518171e-02
8.680000000000000000e+03	nan	nan	-1.691975201137071311e-02	2.834473879528123449e-02
8.684000000000000000e+03	nan	nan	-1.679844414356958596e-02	2.837840457928863386e-02
8.688000000000000000e+03	nan	nan	-1.729582447354492680e-02	2.846657682601530168e-02
8.692000000000000000e+03	nan	nan	-1.739874096206696710e-02	2.855484022642754485e-02
8.696000000000000000e+03	nan	nan	-1.780837531919947023e-02	2.852419190515297076e-02
8.700000000000000000e+03	nan	nan	-1.785736935013717414e-02	2.881996416046146703e-02
8.704000000000000000e+03	nan	nan	-1.801257118945774269e-02	2.904578746465083516e-02
8.708000000000000000e+03	nan	nan	-1.872359943163158166e-02	2.902223481413455583e-02
8.712000000000000000e+03	nan	nan	-1.883928426570522993e-02	2.924875367304863305e-02
8.716000000000000000e+03	nan	nan	-1.916021265544765387e-02	2.930915984259376689e-02
8.720000000000000000e+03	nan	nan	-1.924507195859941761e-02	2.931313754188836704e-02
8.724000000000000000e+03	nan	nan	-1.942778524830771764e-02	2.963121452517727961e-02
8.728000000000000000e+03	nan	nan	-1.920279091036617564e-02	2.986524548839730384e-02
8.732000000000000000e+03	nan	nan	-1.931236592307255737e-02	2.988173911701725444e-02
8.736000000000000000e+03	nan	nan	-1.916609904178472393e-02	3.012858789685210481e-02
8.740000000000000000e+03	nan	nan	-1.973683066042185644e-02	3.010905368097285470e-02
8.744000000000000000e+03	nan	nan	-2.004958890315279574e-02	3.023146798981563368e-02
8.748000000000000000e+03	nan	nan	-2.014645427322004495e-02	3.040307805663985258e-02
8.752000000000000000e+03	nan	nan	-1.999049568503945967e-02	3.044231009764990226e-02
8.756000000000000000e+03	nan	nan	-2.034430456522284825e-02	3.049999352522929363e-02
8.760000000000000000e+03	nan	nan	-2.028783472896821330e-02	3.078707410055431942e-02
8.764000000000000000e+03	nan	nan	-2.027920696188164479e-02	3.065368230464203883e-02
8.768000000000000000e+03	nan	nan	-2.079279790654655138e-02	3.065997738375010953e-02
8.772000000000000000e+03	nan	nan	-2.130062915499896306e-02	3.075661245035127278e-02
8.776000000000000000e+03	nan	nan	-2.131007773624065196e-02	3.066865501367386018e-02
8.780000000000000000e+03	nan	nan	-2.136873025141515503e-02	3.070681068726002771e-02
8.784000000000000000e+03	nan	nan	-2.167284510637852019e-02	3.056485319285527635e-02
8.788000000000000000e+03	nan	nan	-2.182047012041456874e-02	3.064384916358230126e-02
8.792000000000000000e+03	nan	nan	-2.211531094251715374e-02	3.057777779234212290e-02
8.796000000000000000e+03	nan	nan	-2.270144038518875571e-02	3.062003512389205317e-02
8.800000000000000000e+03	nan	nan	-2.251315310889010282e-02	3.064564318630173811e-02
8.804000000000000000e+03	nan	nan	-2.291066237500356123e-02	3.070857973358308290e-02
8.808000000000000000e+03	nan	nan	-2.302388171275590589e-02	3.066401187071672585e-02
8.812000000000000000e+03	nan	nan	-2.328993317344919128e-02	3.058184427982036172e-02
8.816000000000000000e+03	nan	nan	-2.381075930644195593e-02	3.059387225392440346e-02
8.820000000000000000e+03	nan	nan	-2.351715134994996487e-02	3.069688476419635270e-02
8.824000000000000000e+03	nan	nan	-2.408755495300314922e-02	3.064364468740381556e-02
8.828000000000000000e+03	nan	nan	-2.421382563254899020e-02	3.063923740780546620e-02
8.832000000000000000e+03	nan	nan	-2.397111270066785982e-02	3.082437275621886449e-02
8.836000000000000000e+03	nan	nan	-2.466611605237405830e-02	3.063014533195212649e-02
8.840000000000000000e+03	nan	nan	-2.482517488311392767e-02	3.048760742238891888e-02
8.844000000000000000e+03	nan	nan	-2.488838458983570756e-02	3.075928515956547274e-02
8.848000000000000000e+03	nan	nan	-2.506519369621475896e-02	3.078855380807095365e-02
8.852000000000000000e+03	nan	nan	-2.576393709964196546e-02	3.052369912645757494e-02
8.856000000000000000e+03	nan	nan	-2.551671517463756714e-02	3.056332193708713452e-02
8.860000000000000000e+03	nan	nan	-2.623305170429731520e-02	3.037940336337785832e-02
8.864000000000000000e+03	nan	nan	-2.644532997148143355e-02	3.034968467059763128e-02
8.868000000000000000e+03	nan	nan	-2.671585435227841893e-02	3.020378160355531236e-02
8.872000000000000000e+03	nan	nan	-2.664115455637102239e-02	3.030861145063518808e-02
8.876000000000000000e+03	nan	nan	-2.664646968821133416e-02	3.005542704039573798e-02
8.880000000000000000e+03	nan	nan	-2.746182372191572491e-02	3.002589402620501127e-02
8.884000000000000000e+03	nan	nan	-2.767682425609289260e-02	3.007561613009371998e-02
8.888000000000000000e+03	nan	nan	-2.802683756116966518e-02	2.984397222346106202e-02
8.892000000000000000e+03	nan	nan	-2.841802346406179652e-02	2.990594389165096220e-02
8.896000000000000000e+03	nan	nan	-2.800655469595716290e-02	2.974940789205963651e-02
8.900000000000000000e+03	nan	nan	-2.827387506391554339e-02	2.970580306752581765e-02
8.904000000000000000e+03	nan	nan	-2.878389428573282366e-02	2.959243393632319391e-02
8.908000000000000000e+03	nan	nan	-2.844702277545666999e-02	2.948493703766774318e-02
8.912000000000000000e+03	nan	nan	-2.862440813098166004e-02	2.942131902300903004e-02
8.916000000000000000e+03	nan	nan	-2.904244500959680605e-02	2.934818667663670680e-02
8.920000000000000000e+03	nan	nan	-2.916620812346239905e-02	2.918398090582793522e-02
8.924000000000000000e+03	nan	nan	-2.920633959906078145e-02	2.907637629843906266e-02
8.928000000000000000e+03	nan	nan	-2.903180587073383306e-02	2.905757922422561729e-02
8.932000000000000000e+03	nan	nan	-2.960232903104335206e-02	2.893847505514762081e-02
8.936000000000000000e+03	nan	nan	-2.996251615756242992e-02	2.889910300598266812e-02
8.940000000000000000e+03	nan	nan	-2.950025434121134049e-02	2.887196040012945941e-02
8.944000000000000000e+03	nan	nan	-3.006729611506609931e-02	2.863680533170069945e-02
8.948000000000000000e+03	nan	nan	-2.960461071713053546e-02	2.853109996930022416e-02
8.952000000000000000e+03	nan	nan	-3.039335698245281339e-02	2.844377851968477727e-02
8.956000000000000000e+03	nan	nan	-3.021382153928989928e-02	2.832212617389072776e-02
8.960000000000000000e+03	nan	nan	-3.021782202543437171e-02	2.832612718723363093e-02
8.964000000000000000e+03	nan	nan	-3.048496911556985295e-02	2.820365969508136991e-02
8.968000000000000000e+03	nan	nan	-3.089293499542545771e-02	2.811918595669390952e-02
8.972000000000000000e+03	nan	nan	-3.079849706653198932e-02	2.814596246221855863e-02
8.976000000000000000e+03	nan	nan	-3.069660766669489102e-02	2.811135918148546450e-02
8.980000000000000000e+03	nan	nan	-3.076736752614960338e-02	2.783731861631960625e-02
8.984000000000000000e+03	nan	nan	-3.122366176907475158e-02	2.779284852892901364e-02
8.988000000000000000e+03	nan	nan	-3.132194794486332923e-02	2.787395406465676545e-02
8.992000000000000000e+03	nan	nan	-3.102076235015081493e-02	2.771647878374498483e-02
8.996000000000000000e+03	nan	nan	-3.081962188467353078e-02	2.778531654990386637e-02
9.000000000000000000e+03	nan	nan	-3.067954169284042854e-02	2.774319748696111795e-02
9.004000000000000000e+03	nan	nan	-3.087451429020660054e-02	2.761537172211702904e-02
9.008000000000000000e+03	nan	nan	-3.076845720967098449e-02	2.754871854391186328e-02
9.012000000000000000e+03	nan	nan	-3.102861646385610822e-02	2.750711892036982603e-02
9.016000000000000000e+03	nan	nan	-3.098868658700656281e-02	2.739777298426392463e-02
9.020000000000000000e+03	nan	nan	-3.063917978203973755e-02	2.730711060583288982e-02
9.024000000000000000e+03	nan	nan	-3.045218278161198472e-02	2.735505327095441933e-02
9.028000000000000000e+03	nan	nan	-3.066056089837171372e-02	2.715731837332855877e-02
9.032000000000000000e+03	nan	nan	-3.062612101044469640e-02	2.717900622118931200e-02
9.036000000000000000e+03	nan	nan	-3.061660529903729305e-02	2.715221656961240917e-02
9.040000000000000000e+03	nan	nan	-3.047538185914965350e-02	2.721031411074012127e-02
9.044000000000000000e+03	nan	nan	-3.045743848781714419e-02	2.732000180233358846e-02
9.048000000000000000e+03	nan	nan	-3.041309906315869255e-02	2.737390151176168421e-02
9.052000000000000000e+03	nan	nan	-3.051026845749574279e-02	2.744712242447415809e-02
9.056000000000000000e+03	nan	nan	-3.038508375261032152e-02	2.743174179414155367e-02
9.060000000000000000e+03	nan	nan	-2.984848404122843538e-02	2.760477365914857859e-02
9.064000000000000000e+03	nan	nan	-3.005099744481553106e-02	2.761159081958646649e-02
9.068000000000000000e+03	nan	nan	-3.010936751598510680e-02	2.756920542088295289e-02
9.072000000000000000e+03	nan	nan	-2.991570507219161804e-02	2.751331184485177744e-02
9.076000000000000000e+03	nan	nan	-2.988281064460860531e-02	2.760776833910309758e-02
9.080000000000000000e+03	nan	nan	-2.961345898250612035e-02	2.765168695233906002e-02
9.084000000000000000e+03	nan	nan	-2.988101789108119771e-02	2.768173918412043799e-02
9.088000000000000000e+03	nan	nan	-2.978684059358323657e-02	2.783975079556545371e-02
9.092000000000000000e+03	nan	nan	-3.023661264301847826e-02	2.796770629847801157e-02
9.096000000000000000e+03	nan	nan	-3.002487631006220403e-02	2.788335877114232406e-02
9.100000000000000000e+03	nan	nan	-2.970966510124668086e-02	2.801809689303269221e-02
9.104000000000000000e+03	nan	nan	-2.957001726736912042e-02	2.800748675533526466e-02
9.108000000000000000e+03	nan	nan	-2.989600315530956814e-02	2.802093940341114642e-02
9.112000000000000000e+03	nan	nan	-2.944178474841234808e-02	2.812885844482954437e-02
9.116000000000000000e+03	nan	nan	-3.012930500162500774e-02	2.812781088871661728e-02
9.120000000000000000e+03	nan	nan	-2.984402187009796426e-02	2.816095480466565895e-02
9.124000000000000000e+03	nan	nan	-2.955851474910342613e-02	2.831287090390399719e-02
9.128000000000000000e+03	nan	nan	-2.922068591656756809e-02	2.826795466961848705e-02
9.132000000000000000e+03	nan	nan	-2.912742001092665303e-02	2.819275831383950826e-02
9.136000000000000000e+03	nan	nan	-2.935527781090275720e-02	2.822378720377228742e-02
9.140000000000000000e+03	nan	nan	-2.932475276010786808e-02	2.842971248841232729e-02
9.144000000000000000e+03	nan	nan	-2.881646531273677342e-02	2.854115350310141436e-02
9.148000000000000000e+03	nan	nan	-2.877953588480520672e-02	2.852455454239072666e-02
9.152000000000000000e+03	nan	nan	-2.892087986989707107e-02	2.861894601885119072e-02
9.156000000000000000e+03	nan	nan	-2.835815331195694691e-02	2.855379694479664998e-02
9.160000000000000000e+03	nan	nan	-2.870959214980077848e-02	2.862868663858288143e-02
9.164000000000000000e+03	nan	nan	-2.814972066428010969e-02	2.861874830606661244e-02
9.168000000000000000e+03	nan	nan	-2.856453980129423226e-02	2.849043458110748703e-02
9.172000000000000000e+03	nan	nan	-2.817362532456681862e-02	2.857909480677760239e-02
9.176000000000000000e+03	nan	nan	-2.812355029998571052e-02	2.870282577500313931e-02
9.180000000000000000e+03	nan	nan	-2.862286126270380260e-02	2.865386138108416345e-02
9.184000000000000000e+03	nan	nan	-2.832896964790721991e-02	2.884153956002815170e-02
9.188000000000000000e+03	nan	nan	-2.804575441346835937e-02	2.881245928567657127e-02
9.192000000000000000e+03	nan	nan	-2.793950009073590743e-02	2.896054298807026681e-02
9.196000000000000000e+03	nan	nan	-2.799108264665167711e-02	2.876720983466155013e-02
9.200000000000000000e+03	nan	nan	-2.828235349817013675e-02	2.871209004145875571e-02
9.204000000000000000e+03	nan	nan	-2.829698139581356825e-02	2.876245211905331320e-02
9.208000000000000000e+03	nan	nan	-2.842084483440798087e-02	2.868927395160053226e-02
9.212000000000000000e+03	nan	nan	-2.857357506982385192e-02	2.881753388522850443e-02
9.216000000000000000e+03	nan	nan	-2.840542662641543092e-02	2.884801315332982327e-02
9.220000000000000000e+03	nan	nan	-2.876743835893968287e-02	2.890112935077107995e-02
9.224000000000000000e+03	nan	nan	-2.846683776182066736e-02	2.892006510861326249e-02
9.228000000000000000e+03	nan	nan	-2.809492688434419433e-02	2.910322379137648269e-02
9.232000000000000000e+03	nan	nan	-2.779932979210095884e-02	2.908243561463426038e-02
9.236000000000000000e+03	nan	nan	-2.768644153374400993e-02	2.911645072836622009e-02
9.240000000000000000e+03	nan	nan	-2.763973620230724196e-02	2.926659379862591240e-02
9.244000000000000000e+03	nan	nan	-2.780007256394238097e-02	2.928330965039605688e-02
9.248000000000000000e+03	nan	nan	-2.756826919425769962e-02	2.932899564268492618e-02
9.252000000000000000e+03	nan	nan	-2.738172476444437203e-02	2.935855929832523192e-02
9.256000000000000000e+03	nan	nan	-2.744467200911974297e-02	2.944985594074993329e-02
9.260000000000000000e+03	nan	nan	-2.767651030561738695e-02	2.939653186123630801e-02
9.264000000000000000e+03	nan	nan	-2.711448906600875258e-02	2.972019722954083801e-02
9.268000000000000000e+03	nan	nan	-2.696356137232813754e-02	2.963571621560960254e-02
9.272000000000000000e+03	nan	nan	-2.677361752527481625e-02	2.960421498752023595e-02
9.276000000000000000e+03	nan	nan	-2.650113489653066479e-02	2.976546862398971385e-02
9.280000000000000000e+03	nan	nan	-2.657426020101926606e-02	2.989513610767142310e-02
9.284000000000000000e+03	nan	nan	-2.624141651688016719e-02	2.988875095791467679e-02
9.288000000000000000e+03	nan	nan	-2.598731920329092754e-02	3.005566755420413516e-02
9.292000000000000000e+03	nan	nan	-2.586935734916362417e-02	2.997043120196536334e-02
9.296000000000000000e+03	nan	nan	-2.594713804040236355e-02	2.998110256810615146e-02
9.300000000000000000e+03	nan	nan	-2.591983033159477381e-02	3.016143127914432814e-02
9.304000000000000000e+03	nan	nan	-2.581311137291988911e-02	3.032568283214905069e-02
9.308000000000000000e+03	nan	nan	-2.570473505818627810e-02	3.041882779486345875e-02
9.312000000000000000e+03	nan	nan	-2.518749524589903449e-02	3.056107488596835828e-02
9.316000000000000000e+03	nan	nan	-2.530604275289783864e-02	3.050741801493359051e-02
9.320000000000000000e+03	nan	nan	-2.477417565890591145e-02	3.064550026906751046e-02
9.324000000000000000e+03	nan	nan	-2.476139369522014494e-02	3.072644532311166049e-02
9.328000000000000000e+03	nan	nan	-2.437814791626422700e-02	3.083332500603579510e-02
9.332000000000000000e+03	nan	nan	-2.444366260767106419e-02	3.075924954028494765e-02
9.336000000000000000e+03	nan	nan	-2.420203176456361960e-02	3.078043541724091378e-02
9.340000000000000000e+03	nan	nan	-2.415482895603045937e-02	3.087622762575721255e-02
9.344000000000000000e+03	nan	nan	-2.346241536774115038e-02	3.097630128358650273e-02
9.348000000000000000e+03	nan	nan	-2.306089845425927237e-02	3.105066983451748239e-02
9.352000000000000000e+03	nan	nan	-2.285855049094920668e-02	3.115456322661996902e-02
9.356000000000000000e+03	nan	nan	-2.313010383257486924e-02	3.120981861916649266e-02
9.360000000000000000e+03	nan	nan	-2.253292988349895470e-02	3.127306626324620475e-02
9.364000000000000000e+03	nan	nan	-2.259207621809557198e-02	3.130979638578673674e-02
9.368000000000000000e+03	nan	nan	-2.212683253330644667e-02	3.131160011320967274e-02
9.372000000000000000e+03	nan	nan	-2.238085330715363502e-02	3.138570621387393178e-02
9.376000000000000000e+03	nan	nan	-2.160376378881277010e-02	3.161173123860100409e-02
9.380000000000000000e+03	nan	nan	-2.093524338775141352e-02	3.179927952481305387e-02
9.384000000000000000e+03	nan	nan	-2.045027537753428201e-02	3.185244968832333379e-02
9.388000000000000000e+03	nan	nan	-1.987890249707659901e-02	3.199595584151918720e-02
9.392000000000000000e+03	nan	nan	-1.999404340822440868e-02	3.203482645110854871e-02
9.396000000000000000e+03	nan	nan	-1.939368217054407775e-02	3.227784260308201592e-02
9.400000000000000000e+03	nan	nan	-1.902097563509452458e-02	3.234384484270808741e-02
9.404000000000000000e+03	nan	nan	-1.879279784604452955e-02	3.236037274458499619e-02
9.408000000000000000e+03	nan	nan	-1.825417162861478135e-02	3.249816452922951737e-02
9.412000000000000000e+03	nan	nan	-1.841039805190002043e-02	3.250567506478470314e-02
9.416000000000000000e+03	nan	nan	-1.800206092544846467e-02	3.268537503250027593e-02
9.420000000000000000e+03	nan	nan	-1.706844985433396064e-02	3.275361744592623914e-02
9.424000000000000000e+03	nan	nan	-1.723597990605416075e-02	3.285035677571273433e-02
9.428000000000000000e+03	nan	nan	-1.657152310153525016e-02	3.292213131077607879e-02
9.432000000000000000e+03	nan	nan	-1.621878803472694835e-02	3.300037082461823590e-02
9.436000000000000000e+03	nan	nan	-1.602386240445825491e-02	3.304919947267023761e-02
9.440000000000000000e+03	nan	nan	-1.530863502272069784e-02	3.325784465343527979e-02
9.444000000000000000e+03	nan	nan	-1.504704118613315114e-02	3.329345134300163572e-02
9.448000000000000000e+03	nan	nan	-1.499732166601974379e-02	3.327221274627869402e-02
9.452000000000000000e+03	nan	nan	-1.474626112381720831e-02	3.346620621446899646e-02
9.456000000000000000e+03	nan	nan	-1.471235492517425011e-02	3.360055835786651679e-02
9.460000000000000000e+03	nan	nan	-1.399589168754486121e-02	3.358740286769855421e-02
9.464000000000000000e+03	nan	nan	-1.440872429550129653e-02	3.359183153678330092e-02
9.468000000000000000e+03	nan	nan	-1.377501895443161706e-02	3.374461143338297608e-02
9.472000000000000000e+03	nan	nan	-1.329650479819074679e-02	3.374923830592341245e-02
9.476000000000000000e+03	nan	nan	-1.340349605524404977e-02	3.385712325078687329e-02
9.480000000000000000e+03	nan	nan	-1.303635508791318662e-02	3.389251375732701271e-02
9.484000000000000000e+03	nan	nan	-1.327316008438022762e-02	3.391085069881102226e-02
9.488000000000000000e+03	nan	nan	-1.347412206336901994e-02	3.392748381836090815e-02
9.492000000000000000e+03	nan	nan	-1.350621842339170577e-02	3.376442013553361543e-02
9.496000000000000000e+03	nan	nan	-1.307827324093974522e-02	3.391892001246463173e-02
9.500000000000000000e+03	nan	nan	-1.301259947266380015e-02	3.378441361132535070e-02
9.504000000000000000e+03	nan	nan	-1.305618903218852198e-02	3.395881512975079675e-02
9.508000000000000000e+03	nan	nan	-1.303151935351292909e-02	3.402243438900919709e-02
9.512000000000000000e+03	nan	nan	-1.293900680609743822e-02	3.408376799831194792e-02
9.516000000000000000e+03	nan	nan	-1.313581017981892661e-02	3.400680554009005707e-02
9.520000000000000000e+03	nan	nan	-1.315525538951895813e-02	3.410640144947270358e-02
9.524000000000000000e+03	nan	nan	-1.332075532182721775e-02	3.415796813612297783e-02
9.528000000000000000e+03	nan	nan	-1.315613367747428541e-02	3.425849547069964585e-02
9.532000000000000000e+03	nan	nan	-1.298997523414592570e-02	3.420959464567099872e-02
9.536000000000000000e+03	nan	nan	-1.294843885946937376e-02	3.435404269162665308e-02
9.540000000000000000e+03	nan	nan	-1.238814111549217320e-02	3.423870045527871442e-02
9.544000000000000000e+03	nan	nan	-1.272715631003554747e-02	3.422661688811871189e-02
9.548000000000000000e+03	nan	nan	-1.228059088558014836e-02	3.438151981640506782e-02
9.552000000000000000e+03	nan	nan	-1.227857794625894852e-02	3.433765037338185749e-02
9.556000000000000000e+03	nan	nan	-1.200362020572331122e-02	3.439465255919871289e-02
9.560000000000000000e+03	nan	nan	-1.198872497971457431e-02	3.450039233832306873e-02
9.564000000000000000e+03	nan	nan	-1.204090530144978979e-02	3.450910748241477893e-02
9.568000000000000000e+03	nan	nan	-1.226793704913342956e-02	3.449041617303646307e-02
9.572000000000000000e+03	nan	nan	-1.253000434783061411e-02	3.454746420025372328e-02
9.576000000000000000e+03	nan	nan	-1.226347632079223017e-02	3.462911506537270923e-02
9.580000000000000000e+03	nan	nan	-1.266031578239973712e-02	3.454982892181589910e-02
9.584000000000000000e+03	nan	nan	-1.251458741989108781e-02	3.461706196942238717e-02
9.588000000000000000e+03	nan	nan	-1.244245019357849771e-02	3.478331140651892694e-02
9.592000000000000000e+03	nan	nan	-1.226799547118616850e-02	3.492253752206551931e-02
9.596000000000000000e+03	nan	nan	-1.213692580783639827e-02	3.495756568945656423e-02
9.600000000000000000e+03	nan	nan	-1.212984862307800449e-02	3.492427775103618820e-02
